,대덕구,동구,서구,유성구,중구
2017-04-10,26,27,29,26,32
2017-04-11,39,35,39,36,40
2017-04-12,87,73,84,86,86
2017-04-13,80,68,78,84,83
2017-04-14,61,46,53,60,54
2017-04-15,56,50,52,57,57
2017-04-16,48,43,46,48,53
2017-04-17,43,36,37,39,43
2017-04-18,67,62,59,73,69
2017-04-19,128,96,124,132,121
2017-04-20,81,62,77,78,79
2017-04-21,66,54,51,59,61
2017-04-22,81,63,71,78,76
2017-04-23,48,46,52,53,54
2017-04-24,54,46,50,55,54
2017-04-25,55,42,52,52,53
2017-04-26,56,48,44,57,53
2017-04-27,51,41,45,50,47
2017-04-28,71,56,67,77,65
2017-04-29,72,63,65,83,69
2017-04-30,100,82,97,116,93
2017-07-01,32,39,30,36,29
2017-07-02,23,29,25,23,24
2017-07-03,22,23,21,18,20
2017-07-04,22,24,25,21,22
2017-07-05,42,47,43,40,40
2017-07-06,37,38,32,34,33
2017-07-07,22,22,23,20,20
2017-07-08,17,21,21,14,16
2017-07-09,19,18,22,18,19
2017-07-10,25,24,27,22,23
2017-07-11,41,42,42,40,37
2017-07-12,55,58,46,53,47
2017-07-13,45,47,42,43,40
2017-07-14,41,42,36,37,33
2017-07-15,14,17,15,12,13
2017-07-16,16,20,17,18,15
2017-07-17,21,20,21,19,18
2017-07-18,26,27,23,23,21
2017-07-19,38,37,36,33,33
2017-07-20,56,58,50,52,47
2017-07-21,50,49,49,51,46
2017-07-22,49,54,49,53,43
2017-07-23,46,56,41,51,42
2017-07-24,50,69,54,60,54
2017-07-25,31,48,31,36,32
2017-07-26,21,20,19,18,18
2017-07-27,26,24,29,28,22
2017-07-28,36,37,35,38,32
2017-07-29,15,20,18,17,21
2017-07-30,19,23,22,22,22
2017-07-31,22,24,23,24,20
2017-06-01,41,44,43,45,41
2017-06-02,35,35,36,37,34
2017-06-03,25,25,27,27,25
2017-06-04,29,30,31,30,30
2017-06-05,31,27,33,33,32
2017-06-06,19,21,23,28,28
2017-06-07,20,28,21,23,21
2017-06-08,42,42,39,47,41
2017-06-09,52,50,50,65,48
2017-06-10,59,64,56,73,58
2017-06-11,35,35,40,41,39
2017-06-12,23,25,29,34,31
2017-06-13,30,31,31,37,34
2017-06-14,48,45,41,49,45
2017-06-15,50,51,50,58,50
2017-06-16,61,56,59,70,59
2017-06-17,47,41,45,46,45
2017-06-18,44,42,45,48,43
2017-06-19,57,46,50,58,49
2017-06-20,53,44,57,56,49
2017-06-21,51,46,50,51,47
2017-06-22,38,39,36,39,36
2017-06-23,44,37,42,41,37
2017-06-24,51,49,46,53,44
2017-06-25,50,65,42,59,44
2017-06-26,32,37,30,34,32
2017-06-27,35,39,34,36,38
2017-06-28,35,40,34,34,36
2017-06-29,56,59,50,54,52
2017-06-30,67,77,60,65,62
2017-01-01,56,52,45,59,58
2017-01-02,71,57,53,71,69
2017-01-03,95,89,75,108,98
2017-01-04,82,67,61,78,81
2017-01-05,49,43,44,50,53
2017-01-06,21,19,20,22,26
2017-01-07,48,40,37,47,45
2017-01-08,33,29,23,31,29
2017-01-09,61,50,50,51,57
2017-01-10,42,35,28,36,38
2017-01-11,33,29,20,31,29
2017-01-12,51,45,37,50,51
2017-01-13,37,31,23,33,34
2017-01-14,47,43,40,45,48
2017-01-15,37,34,29,35,42
2017-01-16,53,46,38,44,51
2017-01-17,76,55,47,64,64
2017-01-18,101,84,71,91,98
2017-01-19,113,101,92,116,119
2017-01-20,53,49,36,54,53
2017-01-21,37,33,26,37,33
2017-01-22,54,49,42,54,50
2017-01-23,49,43,36,46,52
2017-01-24,57,40,37,42,49
2017-01-25,55,46,41,50,61
2017-01-26,64,52,43,58,65
2017-01-27,70,60,65,72,71
2017-01-28,44,42,42,44,50
2017-01-29,39,37,31,40,41
2017-01-30,38,37,36,40,45
2017-01-31,42,41,35,45,50
2017-08-01,17,17,18,19,18
2017-08-02,19,17,22,22,21
2017-08-03,19,20,21,20,21
2017-08-04,20,25,25,24,24
2017-08-05,18,18,21,18,19
2017-08-06,17,21,22,20,22
2017-08-07,26,24,27,25,28
2017-08-08,40,40,37,35,36
2017-08-09,30,33,30,29,32
2017-08-10,19,20,21,19,22
2017-08-11,20,17,24,24,24
2017-08-12,17,18,18,20,24
2017-08-13,12,17,14,18,18
2017-08-14,10,15,10,12,13
2017-08-15,10,16,13,13,13
2017-08-16,12,14,14,13,16
2017-08-17,14,16,14,14,18
2017-08-18,25,23,24,26,29
2017-08-19,32,28,28,31,32
2017-08-20,20,22,22,21,24
2017-08-21,18,17,15,15,20
2017-08-22,28,17,22,23,26
2017-08-23,27,19,21,16,22
2017-08-24,20,21,19,16,21
2017-08-25,36,25,27,30,33
2017-08-26,39,29,30,33,37
2017-08-27,34,26,28,31,33
2017-08-28,37,32,28,32,33
2017-08-29,36,30,22,30,36
2017-08-30,42,32,31,33,42
2017-08-31,53,39,43,48,54
2017-10-01,38,35,26,32,32
2017-10-02,23,29,18,18,24
2017-10-03,49,51,37,45,45
2017-10-04,35,38,28,32,37
2017-10-05,24,28,20,23,26
2017-10-06,17,24,13,16,20
2017-10-07,23,30,17,20,24
2017-10-08,23,29,19,19,21
2017-10-09,36,36,24,25,28
2017-10-10,39,40,27,30,30
2017-10-11,27,35,20,24,27
2017-10-12,33,40,23,29,35
2017-10-13,47,46,30,39,45
2017-10-14,41,40,31,32,40
2017-10-15,32,32,25,29,33
2017-10-16,39,36,30,32,38
2017-10-17,50,40,36,42,41
2017-10-18,31,32,25,32,33
2017-10-19,29,28,23,26,30
2017-10-20,34,29,24,28,29
2017-10-21,41,34,30,35,34
2017-10-22,28,27,22,29,28
2017-10-23,41,34,31,34,39
2017-10-24,58,43,37,42,47
2017-10-25,66,54,42,52,56
2017-10-26,80,69,50,65,69
2017-10-27,82,71,56,74,77
2017-10-28,48,50,36,40,52
2017-10-29,66,59,47,60,64
2017-10-30,52,44,33,41,50
2017-10-31,52,40,33,39,46
2017-12-01,36,39,26,30,36
2017-12-02,51,54,38,40,49
2017-12-03,53,64,41,50,59
2017-12-04,55,63,41,45,56
2017-12-05,32,42,26,27,36
2017-12-06,48,44,39,40,43
2017-12-07,46,72,42,42,50
2017-12-08,35,58,36,30,40
2017-12-09,37,61,38,34,44
2017-12-10,44,73,45,43,48
2017-12-11,42,60,46,38,51
2017-12-12,34,38,38,29,42
2017-12-13,41,44,40,32,44
2017-12-14,61,66,56,49,66
2017-12-15,75,72,59,61,67
2017-12-16,46,51,45,41,47
2017-12-17,42,49,45,39,48
2017-12-18,53,58,50,46,54
2017-12-19,54,59,55,48,56
2017-12-20,50,44,41,36,41
2017-12-21,37,51,39,37,41
2017-12-22,63,59,49,51,50
2017-12-23,81,88,66,70,79
2017-12-24,51,67,52,57,50
2017-12-25,35,43,39,33,39
2017-12-26,34,42,36,32,33
2017-12-27,30,37,31,24,32
2017-12-28,50,55,48,43,50
2017-12-29,83,90,67,72,74
2017-12-30,107,117,98,101,109
2017-12-31,69,79,74,69,76
2017-05-01,92,85,93,108,95
2017-05-02,62,47,68,79,62
2017-05-03,65,43,60,70,52
2017-05-04,76,58,70,75,69
2017-05-05,56,53,55,63,56
2017-05-06,194,146,195,198,181
2017-05-07,122,109,142,136,135
2017-05-08,198,151,222,219,196
2017-05-09,88,70,84,84,90
2017-05-10,33,31,31,29,33
2017-05-11,75,64,70,74,74
2017-05-12,57,46,53,57,55
2017-05-13,55,51,53,56,58
2017-05-14,52,51,56,58,57
2017-05-15,48,39,43,45,45
2017-05-16,36,33,31,36,35
2017-05-17,40,33,35,34,37
2017-05-18,54,45,50,53,52
2017-05-19,53,45,50,54,51
2017-05-20,38,34,36,35,40
2017-05-21,39,39,37,40,39
2017-05-22,41,33,35,36,37
2017-05-23,44,36,40,43,42
2017-05-24,37,41,33,38,41
2017-05-25,45,42,41,48,45
2017-05-26,30,26,28,28,31
2017-05-27,32,28,29,33,35
2017-05-28,47,42,47,52,48
2017-05-29,61,52,58,67,58
2017-05-30,72,71,66,79,68
2017-05-31,50,45,44,49,46
2017-09-01,37,27,29,38,34
2017-09-02,20,14,17,20,23
2017-09-03,20,13,16,19,21
2017-09-04,26,21,21,25,25
2017-09-05,31,25,24,27,35
2017-09-06,40,56,24,40,39
2017-09-07,54,53,41,54,50
2017-09-08,64,66,48,55,62
2017-09-09,70,64,49,57,64
2017-09-10,55,56,44,56,54
2017-09-11,29,30,24,28,32
2017-09-12,43,43,31,38,44
2017-09-13,36,36,24,28,34
2017-09-14,33,33,25,29,33
2017-09-15,21,27,18,22,25
2017-09-16,18,24,15,20,22
2017-09-17,19,24,18,19,22
2017-09-18,30,33,25,26,31
2017-09-19,88,89,66,75,78
2017-09-20,49,53,37,45,49
2017-09-21,39,32,26,30,34
2017-09-22,44,36,29,35,35
2017-09-23,60,50,40,50,50
2017-09-24,73,66,56,70,66
2017-09-25,80,53,63,67,61
2017-09-26,58,49,47,51,52
2017-09-27,32,35,27,31,34
2017-09-28,33,36,26,34,36
2017-09-29,37,35,26,30,34
2017-09-30,44,38,31,34,37
2017-11-01,52,48,38,51,51
2017-11-02,70,61,49,61,62
2017-11-03,62,57,44,60,58
2017-11-04,61,54,49,57,64
2017-11-05,63,59,48,57,65
2017-11-06,66,58,44,57,60
2017-11-07,68,56,44,57,56
2017-11-08,92,81,65,79,83
2017-11-09,65,53,44,44,59
2017-11-10,75,51,48,54,60
2017-11-11,83,73,62,64,81
2017-11-12,49,43,38,38,48
2017-11-13,65,55,43,52,60
2017-11-14,59,40,42,51,57
2017-11-15,43,44,30,31,43
2017-11-16,41,48,31,33,45
2017-11-17,65,57,42,49,59
2017-11-18,45,52,34,38,51
2017-11-19,31,42,26,28,37
2017-11-20,45,52,34,39,49
2017-11-21,58,58,40,44,53
2017-11-22,82,72,58,64,74
2017-11-23,39,46,28,29,40
2017-11-24,29,40,21,22,30
2017-11-25,54,57,42,46,53
2017-11-26,53,64,45,51,57
2017-11-27,71,78,54,56,77
2017-11-28,88,82,58,70,82
2017-11-29,74,74,55,62,72
2017-11-30,37,46,26,29,39
