id,version,station_name,gu,dong,latitude,longitude,use
823,타슈2,정림동 무궁화공원,서구,정림동,36.302039,127.363585,Y
824,타슈2,정림동 삼성자동차운전전문학원 건너편,서구,정림동,36.302313,127.369511,Y
825,타슈2,오정농수산물 도매시장(260),대덕구,오정동,36.357748,127.407751,Y
826,타슈2,오정농수산물시장(동대전농협),대덕구,오정동,36.358285,127.409626,Y
827,타슈2,오정동 통매바위어린이공원,대덕구,오정동,36.354092,127.413244,Y
828,타슈2,오정동 노촌어린이공원,대덕구,오정동,36.352445,127.408543,Y
829,타슈2,오정로 호남선(가도교) 아래 ,대덕구,오정동,36.350773,127.4124,Y
830,타슈2,오정로 호남선(가도교) 아래 2,대덕구,오정동,36.351021,127.412741,Y
831,타슈2,한남오거리(대덕구청 방면),대덕구,오정동,36.347933,127.415619,Y
832,타슈2,오정우체국 건너편(184),대덕구,오정동,36.352689,127.41554,Y
833,타슈2,오정네거리(한남대 방면),대덕구,오정동,36.358422,127.415779,Y
834,타슈2,오정동 성진주택 ,대덕구,오정동,36.354754,127.416023,Y
835,타슈2,중리지구대 건너편 정류장,대덕구,중리동,36.359043,127.420525,Y
836,타슈2,중리동 미래어린이공원,대덕구,중리동,36.364024,127.423344,Y
837,타슈2,중리동 반도정형외과 중리네거리 방면 정류장,대덕구,중리동,36.362967,127.430925,Y
838,타슈2,중리동 장안외과의원,대덕구,중리동,36.361563,127.431328,Y
839,타슈2,중리동 반도정형외과,대덕구,중리동,36.364109,127.43062,Y
840,타슈2,중리중학교 입구 정류장,대덕구,중리동,36.366696,127.429898,Y
841,타슈2,중리동(하나로병원)(78),대덕구,중리동,36.36327,127.431282,Y
842,타슈2,계족로(송애당 입구) 방면,대덕구,중리동,36.364568,127.431422,Y
843,타슈2,법동 그린타운아파트 112동 건너편,대덕구,중리동,36.365179,127.434744,Y
844,타슈2,송촌컨벤션센터 건너편,대덕구,송촌동,36.365833,127.43692,Y
845,타슈2,법동 한마음아파트 상가동,대덕구,법동,36.370752,127.431236,Y
846,타슈2,법동 한마음아파트 106동 건너편,대덕구,법동,36.370096,127.432297,Y
847,타슈2,선비마을5단지아파트 502동 정류장,대덕구,송촌동,36.365988,127.444771,Y
848,타슈2,송촌동성당 건너편 정류장,대덕구,송촌동,36.362001,127.445213,Y
849,타슈2,송촌동 진가쟁이어린이공원,대덕구,송촌동,36.362892,127.445628,Y
850,타슈2,법동 대덕경찰서(72),대덕구,법동,36.369958,127.429496,Y
851,타슈2,중리동 럭키스포츠프라자,대덕구,중리동,36.366148,127.42294,Y
852,타슈2,대전지방국세청 남측(법동네거리 방면),대덕구,법동,36.37112,127.428477,Y
853,타슈2,법동 근로복지공단 대전병원,대덕구,법동,36.369375,127.429173,N
854,타슈2,법동 삼호아파트 2동,대덕구,법동,36.373436,127.426164,N
855,타슈2,법동 선비마을1단지아파트 104동,대덕구,법동,36.373045,127.428526,N
856,타슈2,회덕유래비 건너편 정류장,대덕구,읍내동,36.376853,127.420782,Y
857,타슈2,회덕유래비 정류장,대덕구,읍내동,36.376694,127.421145,Y
858,타슈2,읍내동 대전동원약품 정류장,대덕구,읍내동,36.374788,127.418588,N
859,타슈2,회덕농협 건너편(208),대덕구,읍내동,36.379001,127.42688,Y
860,타슈2,읍내동 보도육교 아래(법동 방면),대덕구,읍내동,36.377268,127.426915,Y
861,타슈2,연축주공아파트 104동,대덕구,신대동,36.396576,127.422896,Y
862,타슈2,와동 회덕우체국 입구,대덕구,와동,36.402848,127.422835,Y
863,타슈2,덕암동행정복지센터,대덕구,덕암동,36.44008,127.42703,Y
864,타슈2,상서동 쌍용자동차 대전서비스센터 정류장,대덕구,상서동,36.427679,127.422701,Y
865,타슈2,도마동 효성타운아파트 입구 정류장,서구,도마동,36.311724,127.38299,Y
866,타슈2,비래동 SJ산림조합중앙회 건너편 정류장,대덕구,송촌동,36.356406,127.44476,Y
867,타슈2,상서삼거리(와동 방면) 정류장,대덕구,상서동,36.430125,127.421634,Y
868,타슈2,연축동 그린빌라,대덕구,연축동,36.396413,127.426375,Y
869,타슈2,유천동현대아파트(도마동 방면) 정류장,중구,유천동,36.318973,127.39896,Y
870,타슈2,가장동 큰손부추해물칼국수,서구,가장동,36.328047,127.386538,Y
871,타슈2,변동 필통수입차부품 정류장,서구,변동,36.327968,127.385542,Y
872,타슈2,태평동 하나동물병원,중구,태평동,36.32615,127.393077,Y
873,타슈2,유천동 태평새마을금고,중구,유천동,36.322466,127.397864,Y
874,타슈2,유천동 새서울종합시장,중구,유천동,36.321899,127.396347,Y
875,타슈2,태평동 버드내1단지아파트 입구,중구,태평동,36.316311,127.388576,Y
876,타슈2,변동 포도힐6차아파트 입구,서구,변동,36.323143,127.378065,Y
877,타슈2,농도원네거리(197),서구,도마동,36.320287,127.377601,Y
878,타슈2,변동 동일세탁,서구,변동,36.324702,127.381218,Y
879,타슈2,도마동 기찬가정의학과의원,서구,도마동,36.315288,127.379285,Y
880,타슈2,도마동 대일의류도매백화점,서구,도마동,36.314305,127.382374,Y
881,타슈2,도마동 오매불떡 정류장,서구,도마동,36.311349,127.376621,Y
882,타슈2,도마네거리 리더스내과,서구,도마동,36.312797,127.380374,Y
883,타슈2,도마동 띠울석갈비 정류장,서구,도마동,36.310334,127.372706,Y
884,타슈2,전민동 한국한의학연구원 건너편,유성구,전민동,36.400008,127.394138,Y
885,타슈2,문지동 GS칼텍스 기술연구소,유성구,문지동,36.38916,127.404796,Y
886,타슈2,장대동 드림월드아파트 102동(유성대로 방향),유성구,장대동,36.362339,127.336965,Y
887,타슈2,장대동 월드컵패밀리타운아파트 106동(유성대로 방향),유성구,장대동,36.363941,127.337671,Y
888,타슈2,장대동 어울림주간보호센터,유성구,장대동,36.361372,127.335949,Y
889,타슈2,장대네거리 (죽동네거리 방면) 정류장,유성구,장대동,36.365405,127.335809,Y
890,타슈2,죽동 군량들어린이공원 입구,유성구,죽동,36.369687,127.334562,Y
891,타슈2,죽동천년나무아파트 505동,유성구,죽동,36.371253,127.335218,Y
892,타슈2,죽동 파스쿠찌,유성구,죽동,36.368872,127.339351,Y
893,타슈2,노은동 열매마을 11단지리슈빌아파트 1109동,유성구,노은동,36.364508,127.31358,Y
894,타슈2,노은동 더노은로 캠핑장,유성구,노은동,36.36344,127.315829,Y
895,타슈2,노은 농수산물도매시장 트럭판매B동 건너편 정류장,유성구,노은동,36.364207,127.317543,Y
896,타슈2,월드컵경기장역 2번출구,유성구,노은동,36.366538,127.317477,Y
897,타슈2,노은서로 94 ,유성구,노은동,36.36852,127.313927,Y
898,타슈2,노은동 노은카운티스 103동,유성구,노은동,36.370716,127.315502,Y
899,타슈2,노은동 CGV,유성구,지족동,36.372423,127.318116,Y
900,타슈2,노은동 열매마을 8단지 입구,유성구,노은동,36.372054,127.319636,Y
901,타슈2,노은동 열매마을 7단지 현대아파트 입구,유성구,지족동,36.372287,127.321406,Y
902,타슈2,노은동 열매마을 9단지 금성백조아파트 입구,유성구,노은동,36.372076,127.321571,Y
903,타슈2,노은동 열매마을 9단지 금성백조아파트 910동,유성구,노은동,36.37118,127.323285,Y
904,타슈2,노은동 열매마을 7단지 현대아파트 708동,유성구,지족동,36.373125,127.322829,Y
905,타슈2,노은동 열매마을 4단지 현대아파트 입구,유성구,지족동,36.376101,127.316167,Y
906,타슈2,지족동 경신빌딩,유성구,지족동,36.375826,127.31618,Y
907,타슈2,지족동 열매마을 5단지 입구,유성구,지족동,36.376106,127.318892,Y
908,타슈2,지족동 열매마을 6단지 현대아파트 입구,유성구,지족동,36.376108,127.321417,Y
909,타슈2,지족동 열매2단지한라아파트 202동,유성구,지족동,36.37998,127.318261,Y
910,타슈2,지족동 열매2단지한라아파트 201동,유성구,지족동,36.380472,127.319311,Y
911,타슈2,유성경찰서 민원실앞,유성구,죽동,36.37857,127.3258,Y
912,타슈2,송강청솔아파트 상가동,유성구,송강동,36.436395,127.383657,Y
913,타슈2,한솔제지 입구,대덕구,신일동,36.431715,127.407364,Y
914,타슈2,트루윈 입구,대덕구,신일동,36.436712,127.405937,Y
915,타슈2,오정동 경신창호,대덕구,오정동,36.353788,127.405544,N
916,타슈2,대덕구청,대덕구,오정동,36.346339,127.41634,Y
917,타슈2,오정동 한밭삼계탕,대덕구,오정동,36.345185,127.416525,Y
918,타슈2,삼성동 민정빌라,동구,삼성동,36.344413,127.416776,Y
919,타슈2,삼성동 이플러스빌딩 건너편,동구,삼성동,36.342876,127.418565,N
920,타슈2,도룡동 LG화학사원아파트,유성구,도룡동,36.386808,127.377847,Y
921,타슈2,도룡동 몰리에르,유성구,도룡동,36.388689,127.375711,N
922,타슈2,산성동 주원교회 건너편,중구,사정동,36.295903,127.386592,Y
923,타슈2,목양마을아파트 117동 정류장,중구,목동,36.335659,127.403532,Y
924,타슈2,가양동 리첸하우스 2,동구,가양동,36.341285,127.447332,N
925,타슈2,대전테크노파크용산동 에스피에스(257),유성구,용산동,36.420966,127.405413,Y
926,타슈2,용산동 충남대 산학협력지원센터,유성구,용산동,36.425773,127.401715,Y
927,타슈2,관평동 한밭대 대덕산학융합캠퍼스,유성구,관평동,36.428228,127.395161,Y
928,타슈2,용산동 경남아너스빌1단지 101동,유성구,용산동,36.420748,127.398614,Y
929,타슈2,테크노밸리푸르지오1단지 101동,유성구,용산동,36.418407,127.396803,Y
930,타슈2,용산동 경남아너스빌1단지 209동,유성구,용산동,36.41829,127.397962,Y
931,타슈2,테크노밸리12단지필유 1209동,유성구,용산동,36.41762,127.395081,Y
932,타슈2,테크노밸리푸르지오1단지 201동,유성구,용산동,36.41753,127.39545,N
933,타슈2,남대전 이편한세상 입구 정류장,동구,낭월동,36.280439,127.468131,Y
934,타슈2,이스트시티 102동,동구,대동,36.327454,127.440227,Y
935,타슈2,대전낭월동우체국,동구,낭월동,36.281293,127.467431,Y
936,타슈2,낭월동 오투그란데아파트 107동,동구,낭월동,36.285641,127.465161,Y
937,타슈2,송강 한마을아파트 107동,유성구,송강동,36.430575,127.38344,Y
938,타슈2,송강그린아파트 318동,유성구,송강동,36.430354,127.383071,Y
939,타슈2,송강한마을아파트 114동,유성구,송강동,36.429031,127.384643,Y
940,타슈2,송강동 계룡한솔아파트 201동,유성구,송강동,36.432319,127.386334,Y
941,타슈2,송강초등학교(163),유성구,송강동,36.433056,127.384058,Y
942,타슈2,봉산휴먼시아 102동,유성구,봉산동,36.438063,127.383602,Y
943,타슈2,봉산휴먼시아상가 정류장,유성구,봉산동,36.438033,127.384814,Y
944,타슈2,구즉동행정복지센터,유성구,봉산동,36.440271,127.383817,Y
945,타슈2,구즉동행정복지센터 입구 정류장,유성구,봉산동,36.441154,127.385611,Y
946,타슈2,송강마을2단지아파트 상가입구,유성구,송강동,36.437116,127.386015,Y
947,타슈2,한국장애인고용공단 대전직업능력개발원,대덕구,신일동,36.439435,127.410536,Y
948,타슈2,문평동 롯데칠성음료 대전공장,대덕구,문평동,36.445595,127.395696,Y
949,타슈2,문평동 옥봉 신탄진물류센터,대덕구,문평동,36.448073,127.4006,Y
950,타슈2,목상동 한일제관 대전공장 입구 건너편,대덕구,목상동,36.445717,127.410161,Y
951,타슈2,신일동 한라아파트 102동,대덕구,신일동,36.44465,127.410243,Y
952,타슈2,목상동 다사랑아파트 104동,대덕구,목상동,36.447099,127.414697,Y
953,타슈2,석봉동 이노센스뷰아파트,대덕구,석봉동,36.447444,127.424726,Y
954,타슈2,신탄진고네거리(129),대덕구,신탄진동,36.448768,127.435747,Y
955,타슈2,신탄진신협 본점,대덕구,덕암동,36.442508,127.424894,N
956,타슈2,행복한마을신일유토빌 102동,대덕구,평촌동,36.438497,127.423392,Y
957,타슈2,신탄진농협 본점,대덕구,덕암동,36.436965,127.422654,Y
958,타슈2,신흥SK뷰 106동,동구,신흥동,36.325984,127.441693,Y
959,타슈2,선화동 라온힐,중구,선화동,36.328919,127.418494,Y
960,타슈2,선화동 대전측기사,중구,선화동,36.325599,127.420049,Y
961,타슈2,선화동 충청남도 대전학사관,중구,선화동,36.326144,127.419176,Y
962,타슈2,선화동 중구국민체육센터,중구,선화동,36.329866,127.417142,Y
963,타슈2,송촌동 선비마을2단지 202동,대덕구,송촌동,36.369146,127.440214,Y
964,타슈2,송촌동 아이프라자,대덕구,송촌동,36.367456,127.437376,Y
965,타슈2,송촌동 선비마을3단지 303동,대덕구,송촌동,36.367138,127.441635,Y
966,타슈2,송촌동 선비마을4단지 403동,대덕구,송촌동,36.367487,127.442352,Y
967,타슈2,송촌동 선비마을3단지 316동,대덕구,송촌동,36.369394,127.440838,Y
968,타슈2,송촌동 선비마을4단지 414동,대덕구,송촌동,36.366018,127.444377,Y
969,타슈2,송촌동 선비마을5단지 상가,대덕구,송촌동,36.364161,127.446098,Y
970,타슈2,송촌고등학교,대덕구,송촌동,36.362509,127.446553,Y
971,타슈2,비래동 유앤미아파트,대덕구,비래동,36.360221,127.450114,Y
972,타슈2,비래동 금성백조 102동(235),대덕구,비래동,36.3582,127.4505,Y
973,타슈2,비래동 금성백조아파트 101동 남측,대덕구,비래동,36.357991,127.451736,Y
974,타슈2,비래동 금성백조아파트 101동 북측,대덕구,비래동,36.358738,127.451886,Y
975,타슈2,비래동 청송빌딩,대덕구,비래동,36.359322,127.448372,Y
976,타슈2,송촌서오아파트 104동,대덕구,송촌동,36.359496,127.445773,Y
977,타슈2,비래동 특벼리각벼리,대덕구,비래동,36.354303,127.450566,N
978,타슈2,가양동 청하목욕탕,동구,가양동,36.354278,127.452952,Y
979,타슈2,가양동 혜성빌,동구,가양동,36.350051,127.451832,Y
980,타슈2,가양동 두원빌라A동,동구,가양동,36.349513,127.449036,Y
981,타슈2,가양동 흥룡연립,동구,가양동,36.347812,127.446057,Y
982,타슈2,송촌동 대전충남적십자혈액원,대덕구,송촌동,36.354194,127.441702,Y
983,타슈2,비래동 백마강참숯민물장어,대덕구,비래동,36.352242,127.443058,Y
984,타슈2,싸이언스빌3가 대덕벤처협동화단지,유성구,문지동,36.386693,127.404908,Y
985,타슈2,문지동 케이엘이에스 정류장,유성구,문지동,36.391068,127.40509,Y
986,타슈2,가양동 녹십자약국,동구,가양동,36.346302,127.445393,Y
987,타슈2,가양동 다솜요양병원(207),동구,가양동,36.343639,127.442344,Y
988,타슈2,현충원 인근 갑동숯불민물장어,유성구,갑동,36.361432,127.289221,Y
989,타슈2,덕명동 덕송초등학교,유성구,덕명동,36.360558,127.303068,Y
990,타슈2,갑동 온조식당 입구,유성구,갑동,36.360361,127.295956,Y
991,타슈2,자운대 간부3동 아파트 정류장,유성구,신봉동,36.408638,127.337097,Y
992,타슈2,자운대 78 군사우체국 정류장,유성구,신봉동,36.410926,127.337113,Y
993,타슈2,자운대 군인아파트 812동,유성구,추목동,36.414557,127.344162,Y
994,타슈2,자운대 자운상가앞 정류장,유성구,신봉동,36.413921,127.337159,Y
995,타슈2,용운동한화꿈에그린아파트 입구,동구,용운동,36.332698,127.457169,Y
996,타슈2,은어송마을2단지 입구(102),동구,대성동,36.30349,127.457388,Y
997,타슈2,은어송마을1단지 108동,동구,가오동,36.303742,127.457495,Y
998,타슈2,은어송마을1단지 102동,동구,가오동,36.30588,127.457677,Y
999,타슈2,은어송마을3단지 311동,동구,가오동,36.312054,127.459413,Y
1000,타슈2,옥계동 솔빛아파트,중구,옥계동,36.299145,127.454534,Y
1001,타슈2,옥계동 울엄마양평해장국,중구,옥계동,36.300018,127.453359,Y
1002,타슈2,호동 그린세탁소,중구,호동,36.302862,127.448513,Y
1003,타슈2,호동 장보고가게,중구,호동,36.30186,127.447833,Y
1004,타슈2,호동 쉐보레 대전중부전시장,중구,호동,36.303516,127.450743,Y
1005,타슈2,옥계동 다조은 노인복지센터,중구,옥계동,36.301953,127.453619,Y
1006,타슈2,옥계동 하남아파트 A동,중구,옥계동,36.300593,127.454851,Y
1007,타슈2,옥계동 신도빌아파트,중구,옥계동,36.298491,127.45608,Y
1008,타슈2,천동아파트 12동 정류장,동구,가오동,36.308115,127.449764,Y
1009,타슈2,가오동 신흥교회,동구,가오동,36.306,127.451932,Y
1010,타슈2,천동홍익아파트 101동,동구,천동,36.311173,127.447078,Y
1011,타슈2,효동 대전국악방송 건너편,동구,효동,36.313705,127.44112,Y
1012,타슈2,베스트코 신탄진점 건너편,대덕구,덕암동,36.434134,127.421709,Y
1013,타슈2,법동 영진로얄아파트 입구,대덕구,법동,36.37412,127.426557,Y
1014,타슈2,충대 학생생활관,유성구,궁동,36.372306,127.346404,Y
1015,타슈2,충대 중앙도서관,유성구,궁동,36.369513,127.346736,Y
1016,타슈2,충대 학생회관,유성구,궁동,36.366431,127.345595,Y
1017,타슈2,충대 서문네거리,유성구,죽동,36.37041,127.339933,Y
1018,타슈2,궁동네거리1(학사마을),유성구,장대동,36.364937,127.338671,Y
1019,타슈2,궁동네거리2(하이마트),유성구,장대동,36.363979,127.338297,Y
1020,타슈2,충대정문오거리1(정문),유성구,궁동,36.362447,127.344123,Y
1021,타슈2,궁동버스정류장(유성구청방향),유성구,궁동,36.360527,127.349743,Y
1022,타슈2,스카이뷰로드 오피스텔(봉명동),유성구,봉명동,36.357716,127.342709,N
1023,타슈2,매드블럭(봉명동),유성구,봉명동,36.358699,127.343662,Y
1024,타슈2,만년동 행정복지센터,서구,만년동,36.367645,127.375195,Y
1025,타슈2,초원아파트 107동 버스정류장,서구,만년동,36.367683,127.379283,Y
1026,타슈2,한밭수목원(서원),서구,만년동,36.369195,127.387595,Y
1027,타슈2,한밭수목원(동원),서구,만년동,36.369245,127.388462,Y
1028,타슈2,둔산대공원 입구(버스정류장),서구,만년동,36.365018,127.389358,Y
1029,타슈2,누리아파트(후문 버스정류장),서구,월평동,36.359288,127.374225,Y
1030,타슈2,백합아파트(성룡초교),서구,월평동,36.361423,127.374492,Y
1031,타슈2,정부청사 입구(대덕대로),서구,둔산동,36.361912,127.379653,Y
1032,타슈2,정부청사역 4번출구,서구,둔산동,36.357979,127.382026,Y
1033,타슈2,정부청사 입구(남문),서구,둔산동,36.359685,127.385324,Y
1034,타슈2,정부청사 입구(샘머리),서구,둔산동,36.361215,127.390075,Y
1035,타슈2,수정타운아파트(13동),서구,둔산동,36.357862,127.397895,N
1036,타슈2,갑천역 1번출구,서구,월평동,36.354519,127.354737,Y
1037,타슈2,진달래아파트 107동,서구,월평동,36.358217,127.366151,Y
1038,타슈2,둔산여고,서구,둔산동,36.352995,127.374385,Y
1039,타슈2,타임월드,서구,둔산동,36.352923,127.379151,Y
1040,타슈2,크로바아파트(정문 맞은편),서구,둔산동,36.351177,127.391784,Y
1041,타슈2,둔산청솔아파트 9동,서구,둔산동,36.351335,127.398595,Y
1042,타슈2,관저더샵2차아파트 202동,서구,관저동,36.293938,127.326051,Y
1043,타슈2,중촌역푸르지오아파트 정문,중구,중촌동,36.345574,127.410817,Y
1044,타슈2,중촌역푸르지오아파트 102동,중구,중촌동,36.346737,127.40938,Y
1045,타슈2,중촌동 대전시아동보호전문기관,중구,중촌동,36.342852,127.409797,Y
1046,타슈2,북대전농협 관평지점,유성구,관평동,36.423887,127.388695,Y
1047,타슈2,신동아파밀리에 509동 정류장,유성구,관평동,36.419803,127.386058,Y
1048,타슈2,유성경찰서 민원실,유성구,복용동,36.337864,127.328228,N
1049,타슈2,진달래아파트(미사용),서구,월평동,36.358935,127.366802,N
1050,타슈2,아이파크시티 205동 상가,유성구,상대동,36.335927,127.333196,Y
1051,타슈2,월평역 이마트트레이더스(33),서구,월평동,36.358472,127.361088,Y
1052,타슈2,충대입구버스정류장(홈플러스유성점방면),유성구,궁동,36.361238,127.346071,Y
1053,타슈2,용전네거리 하나은행(121),동구,홍도동,36.347295,127.431472,Y
1054,타슈2,복수동 서부경찰서(240),서구,복수동,36.30844,127.373555,Y
1055,타슈2,한밭도서관(195),중구,문화동,36.310228,127.408306,Y
1056,타슈2,백합네거리(06),서구,월평동,36.362352,127.376361,Y
1057,타슈2,배울네거리 관평동(165),유성구,관평동,36.422155,127.387548,Y
1058,타슈2,카이스트 학사식당(21),유성구,어은동,36.373495,127.359509,Y
1059,타슈2,법원버스정류장(15),서구,둔산동,36.355442,127.390021,Y
1060,타슈2,유승기업사(52),서구,탄방동,36.343389,127.381157,Y
1061,타슈2,도안휴먼시아1단지(62),유성구,봉명동,36.350242,127.340653,Y
1062,타슈2,내동네거리(238),서구,변동,36.330812,127.377007,Y
1063,타슈2,"대덕문화원,회덕초,회덕동,읍내동,대화동(196",대덕구,읍내동,36.374219,127.420393,Y
1064,타슈2,죽동 금성백조 예미지(203),유성구,죽동,36.36875,127.336951,Y
1065,타슈2,상대초등학교(63),유성구,상대동,36.348294,127.335822,Y
1066,타슈2,국립중앙과학관(104),유성구,가정동,36.37522,127.378129,Y
1067,타슈2,중앙로역 3번출구(143),중구,대흥동,36.327822,127.426215,Y
1068,타슈2,우송대 정문 건너편(151),동구,자양동,36.336899,127.44775,Y
1069,타슈2,한밭대 입구(182),유성구,덕명동,36.350426,127.297526,Y
1070,타슈2,도안 트리풀시티5단지(509동)(149),유성구,상대동,36.345442,127.338867,Y
1071,타슈2,도안 2단지 호반베르디움 214동,유성구,봉명동,36.351484,127.344819,Y
1072,타슈2,성남네거리(168),동구,성남동,36.340978,127.435583,Y
1073,타슈2,대흥네거리(171),중구,대흥동,36.3236,127.42867,Y
1074,타슈2,에코공원(131),대덕구,신탄진동,36.448866,127.444635,Y
1075,타슈2,용문역 5번출구,서구,탄방동,36.338619,127.393125,Y
1076,타슈2,중촌동 행정복지센터 정류장,중구,중촌동,36.338785,127.413075,Y
1077,타슈2,오룡역 7번출구,중구,용두동,36.32878,127.406049,Y
1078,타슈2,지족역 2번출구맞은편(200),유성구,지족동,36.383703,127.320217,Y
1079,타슈2,남선공원종합체육관(51),서구,탄방동,36.348681,127.398655,Y
1080,타슈2,대전근로자종합복지회관,서구,둔산동,36.354377,127.382757,Y
1081,타슈2,한남대학교대덕밸리캠퍼스,유성구,전민동,36.400108,127.392244,Y
1082,타슈2,정부청사입구(샘머리)(8),서구,전민동,36.361757,127.390477,Y
1083,타슈2,읍내동 우편취급국(210),대덕구,읍내동,36.378602,127.421322,Y
1084,타슈2,유성온천역 3번출구,유성구,봉명동,36.352996,127.340988,Y
1085,타슈2,유성온천역 6번출구,유성구,봉명동,36.354255,127.341439,Y
1086,타슈2,자양동 우송삼거리(커피니),동구,자양동,36.336116,127.447265,Y
1087,타슈2,도안 신안인스빌리베라(68),유성구,원신흥동,36.341916,127.344968,Y
1088,타슈2,한남오거리 새마을금고(154),대덕구,오정동,36.348024,127.416453,Y
1089,타슈2,원동네거리 국민은행(167),동구,원동,36.327038,127.434776,N
1090,타슈2,사정동 웰빙24시사우나(241),중구,사정동,36.296424,127.384725,Y
1091,타슈2,대전근로복지공단대전병원(정문),대덕구,법동,36.368093,127.42945,Y
1092,타슈2,괴정동 경성스포츠,서구,괴정동,36.336619,127.378365,Y
1093,타슈2,우송대 정문,동구,자양동,36.337848,127.447995,Y
1094,타슈2,오정동 운암빌딩옆(155),대덕구,오정동,36.358492,127.411251,Y
1095,타슈2,시설관리공단(정문),유성구,원촌동,36.385323,127.405447,Y
1096,타슈2,시설관리공단(원촌삼거리),유성구,원촌동,36.381755,127.406607,N
1097,타슈2,타슈관제센터(144),유성구,문지동,36.389328,127.409773,N
1098,타슈2,교촌동제이파크 101동(190),유성구,교촌동,36.303761,127.318473,N
1099,타슈2,유천동 서대전육교(93),중구,유천동,36.319201,127.399932,N
1100,타슈2,대동 이앤엠학원,동구,대동,36.331488,127.444099,Y
1101,타슈2,아침마을아파트 111동(가양초등학교),동구,가양동,36.34254,127.43938,Y
1102,타슈2,우송대건너편,동구,자양동,36.339651,127.449006,Y
1103,타슈2,"우송대,솔펫동물병원,우송애견센터",동구,자양동,36.334552,127.445966,Y
1104,타슈2,"대전 시민대학(선화동,보호관찰소)",중구,선화동,36.328187,127.420701,Y
1105,타슈2,둔산 이마트,서구,둔산동,36.35643,127.379168,N
1106,타슈2,대전세무서앞(141),중구,선화동,36.330723,127.419337,Y
1107,타슈2,산성동 에스오일 오월드주유소 맞은편,중구,사정동,36.301471,127.386095,Y
1108,타슈2,가오동 홈플러스,동구,가오동,36.307057,127.457308,Y
1109,타슈2,석봉동 엑슬루타워 버스정류장,대덕구,석봉동,36.44952,127.420628,Y
1110,타슈2,신성동 수천이들근린공원,유성구,신성동,36.393719,127.352894,Y
1111,타슈2,계룡육교 아래,중구,태평동,36.332964,127.399369,Y
1112,타슈2,부사동 동서가구 부사전시장,중구,부사동,36.313817,127.436338,Y
1113,타슈2,문창동 해피마트,중구,문창동,36.313739,127.436777,Y
1114,타슈2,산성초등학교 건너편,중구,사정동,36.298122,127.384729,Y
1115,타슈2,"옥계동 현대셀프명성주유소, 옥계모터스",중구,옥계동,36.301854,127.452155,Y
1116,타슈2,한밭대 유성덕명캠퍼스지역협력관,유성구,복용동,36.346365,127.311115,Y
1117,타슈2,관저동 대자연마을 101동,서구,관저동,36.304785,127.338944,Y
1118,타슈2,대전고2,중구,대흥동,36.32265,127.423571,Y
1119,타슈2,대전IC 스타벅스 인근,대덕구,비래동,36.354764,127.444435,Y
1120,타슈2,학하리슈빌포레 주출입구 건너편,유성구,학하동,36.335198,127.309193,Y
1121,타슈2,동방여중 건너편,서구,복수동,36.307405,127.375332,N
1122,타슈2,낭월동 오투그란데 107동 건너편,동구,낭월동,36.285324,127.465609,Y
1123,타슈2,진잠타운 203동 버스정류장,유성구,원내동,36.296965,127.320367,Y
1124,타슈2,남대전등기소 건너편,중구,문창동,36.311635,127.438205,Y
1125,타슈2,엑스포과학공원주차장(26),유성구,가정동,36.377288,127.37881,Y
1126,타슈2,우남스타원아파트 버스정류장,중구,사정동,36.293806,127.383163,Y
1127,타슈2,괴정네거리(봉주르돈까스),서구,내동,36.335078,127.379831,Y
1128,타슈2,도안동 갑천3블럭 트리풀시티 313동,서구,도안동,36.321125,127.348283,Y
1129,타슈2,대성동 평양숨두부 건너편,동구,대성동,36.301302,127.457148,Y
1130,타슈2,동부여성가족원(209),대덕구,법동,36.374272,127.428192,Y
1131,타슈2,낭월동 오투그란데 101동,동구,낭월동,36.287379,127.46371,Y
1132,타슈2,도안 트리플시티 302동,서구,도안동,36.325516,127.348659,Y
1133,타슈2,낭월동 오투그란테 후문,동구,낭월동,36.284019,127.4643,Y
1134,타슈2,도안동 호수초등힉교,서구,도안동,36.319936,127.349437,N
1135,타슈2,도안동 갑천3블럭 트리풀시티 304동,서구,도안동,36.324041,127.348294,Y
1136,타슈2,월드컵 인라인경기장,유성구,노은동,36.368221,127.323652,Y
1137,타슈2,도안동 갑천3블럭 트리풀시티 308동,서구,도안동,36.322402,127.348245,Y
1138,타슈2,도안동 갑천3블럭 트리풀시티 302동,서구,도안동,36.325177,127.348356,Y
1139,타슈2,동양파라곤 302동,중구,태평동,36.320991,127.387122,Y
1140,타슈2,노은농수산물시장,유성구,노은동,36.36658,127.321225,Y
1141,타슈2,대전시립박물관2,유성구,상대동,36.336726,127.334744,Y
1142,타슈2,유성생명과학고(64),유성구,상대동,36.348285,127.330635,Y
1143,타슈2,갈마중학교(서부장로교회)(221),서구,갈마동,36.349416,127.368387,Y
1144,타슈2,사이언스페스티벌 행사장,유성구,도룡동,36.375125,127.389321,N
1145,타슈2,연구단지네거리,유성구,도룡동,36.385517,127.377058,Y
1146,타슈2,용운동 족발시대 인근,동구,용운동,36.328075,127.457006,Y
1147,타슈2,석봉동 평안정형외과 건너편,대덕구,석봉동,36.444868,127.42456,Y
1148,타슈2,성남동 석촌마을 105동,동구,성남동,36.341464,127.43768,Y
1149,타슈2,성남동 스마트뷰 112동,동구,성남동,36.342341,127.43451,Y
1150,타슈2,내동 롯데아파트,서구,내동,36.338031,127.366756,Y
