지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),현상번호(국내식),지면온도(°C)
133,대전,2020-01-03 22:00,.1,,.9,72,,40,-.2
133,대전,2020-01-03 23:00,-.7,,1.1,78,,4019,-.8
133,대전,2020-01-04 00:00,-1.7,,.9,82,,19,-1.4
133,대전,2020-01-04 01:00,-2.1,,.8,85,,19,-1.6
133,대전,2020-01-04 02:00,-2.4,,.8,86,,19,-1.9
133,대전,2020-01-04 03:00,-2.9,,.7,87,,19,-2.2
133,대전,2020-01-04 04:00,-3.2,,.3,89,,19,-2.3
133,대전,2020-01-04 05:00,-3.5,,.9,90,,19,-2.3
133,대전,2020-01-04 06:00,-3.8,,.4,90,,19,-2.4
133,대전,2020-01-04 07:00,-3.9,,.9,91,,19,-2.3
133,대전,2020-01-04 08:00,-3.8,,.3,91,0,19,-1.3
133,대전,2020-01-04 09:00,-3,,.4,90,.4,19,-.7
133,대전,2020-01-04 10:00,-1.2,,.1,86,.7,19,0
133,대전,2020-01-04 11:00,.4,,.2,82,0,19,.1
133,대전,2020-01-04 12:00,2,,.6,75,0,19,1
133,대전,2020-01-04 13:00,4.8,,.6,68,.6,4019,3.7
133,대전,2020-01-04 14:00,6.6,,2.7,62,1,40,7
133,대전,2020-01-04 15:00,7.4,,2.5,58,1,40,6.9
133,대전,2020-01-04 16:00,7.2,,1.9,57,1,40,4.9
133,대전,2020-01-04 17:00,6.4,,1.4,59,.7,40,2.8
133,대전,2020-01-04 18:00,4.7,,1.3,69,0,40,.4
133,대전,2020-01-04 19:00,3.5,,1.6,73,,40,.8
133,대전,2020-01-04 20:00,2.6,,.9,67,,40,.4
133,대전,2020-01-04 21:00,1.4,,1.3,71,,40,.1
133,대전,2020-01-04 22:00,.3,,.9,77,,4019,-.6
133,대전,2020-01-04 23:00,-.6,,.2,83,,19,-1.2
133,대전,2020-01-05 00:00,-1.3,,.4,85,,19,-1.5
133,대전,2020-01-05 01:00,-1.7,,.6,87,,19,-1.8
133,대전,2020-01-05 02:00,-2.4,,.5,87,,19,-1.9
133,대전,2020-01-05 03:00,-2.7,,.5,87,,19,-2
133,대전,2020-01-05 04:00,-3,,.6,88,,19,-2.3
133,대전,2020-01-05 05:00,-3.5,,.5,89,,19,-2.5
133,대전,2020-01-05 06:00,-4,,.6,89,,19,-2.5
133,대전,2020-01-05 07:00,-4.3,,.4,90,,19,-2.8
133,대전,2020-01-05 08:00,-4.7,,.6,91,0,19,-2.8
133,대전,2020-01-05 09:00,-3.3,,.4,90,1,19,-1.9
133,대전,2020-01-05 10:00,-.6,,.4,83,1,19,-.2
133,대전,2020-01-05 11:00,2.9,,.5,65,1,4019,.8
133,대전,2020-01-05 12:00,5.4,,1.6,51,1,40,3.1
133,대전,2020-01-05 13:00,6.9,,1.4,37,1,,5.9
133,대전,2020-01-05 14:00,7.4,,1.3,32,1,,8.4
133,대전,2020-01-05 15:00,7.7,,1.4,32,1,,7.5
133,대전,2020-01-05 16:00,7.5,,.9,33,1,,5.8
133,대전,2020-01-05 17:00,6.3,,1,36,.2,,3.3
133,대전,2020-01-05 18:00,4.8,,1.2,41,0,,1.2
133,대전,2020-01-05 19:00,4.4,,.5,41,,,.9
133,대전,2020-01-05 20:00,3.5,,1,47,,,.4
133,대전,2020-01-05 21:00,2.3,,1.1,53,,,.5
133,대전,2020-01-05 22:00,1,,1,60,,,.3
133,대전,2020-01-05 23:00,.5,,.2,63,,,.2
133,대전,2020-01-06 00:00,0,,1.2,65,,,.1
133,대전,2020-01-06 01:00,-.5,,.5,67,,,-.2
133,대전,2020-01-06 02:00,-.2,,.6,68,,,0
133,대전,2020-01-06 03:00,.1,,.5,67,,,0
133,대전,2020-01-06 04:00,.6,,.8,68,,,.1
133,대전,2020-01-06 05:00,.6,,1.6,69,,,.3
133,대전,2020-01-06 06:00,1.1,,1,69,,,.3
133,대전,2020-01-06 07:00,1.5,,1.5,66,,05,.3
133,대전,2020-01-06 08:00,1.1,,1,85,0,0605,.3
133,대전,2020-01-06 09:00,1.4,1,1.1,90,0,06,.3
133,대전,2020-01-06 10:00,1.9,,.7,91,0,190601,.5
133,대전,2020-01-06 11:00,2.6,,.8,92,0,1901,2.5
133,대전,2020-01-06 12:00,2.9,.8,.9,93,0,1901,3.4
133,대전,2020-01-06 13:00,3.6,,.2,92,0,1901,4.5
133,대전,2020-01-06 14:00,3.9,,.5,92,0,1901,4.7
133,대전,2020-01-06 15:00,4.2,.5,.9,93,0,190201,4.5
133,대전,2020-01-06 16:00,4.5,,2.9,92,0,1902,4.5
133,대전,2020-01-06 17:00,4.5,,.3,93,0,1902,4
133,대전,2020-01-06 18:00,4.4,1.3,.5,95,0,19160201,3.7
133,대전,2020-01-06 19:00,4.4,,4.7,96,,191601,3.8
133,대전,2020-01-06 20:00,4.4,,4,96,,1901,3.7
133,대전,2020-01-06 21:00,4.5,3.5,2.9,96,,1901,3.8
133,대전,2020-01-06 22:00,4.8,,2.9,96,,1901,3.9
133,대전,2020-01-06 23:00,4.9,,2.1,96,,1901,4
133,대전,2020-01-07 00:00,4.9,3.2,.8,96,,1901,4.1
133,대전,2020-01-07 01:00,5.1,,.6,96,,1901,4.2
133,대전,2020-01-07 02:00,5.4,,2.3,96,,1901,4.4
133,대전,2020-01-07 03:00,5.7,6.3,3.4,96,,1901,4.6
133,대전,2020-01-07 04:00,6,,2.5,96,,1901,4.8
133,대전,2020-01-07 05:00,6.2,,.8,96,,1901,4.9
133,대전,2020-01-07 06:00,6,6.5,1.1,96,,1901,5
133,대전,2020-01-07 07:00,6.2,,.9,96,,1901,5.1
133,대전,2020-01-07 08:00,6.5,,0,96,0,1901,5.3
133,대전,2020-01-07 09:00,6.6,6.7,.8,96,0,1901,5.7
133,대전,2020-01-07 10:00,6.9,,.8,96,0,1901,6.1
133,대전,2020-01-07 11:00,7.4,,.2,96,0,1901,7
133,대전,2020-01-07 12:00,7.7,3.1,.7,96,0,1901,7
133,대전,2020-01-07 13:00,8.1,,.6,96,0,1901,7.5
133,대전,2020-01-07 14:00,8.2,,.3,96,0,191601,7.5
133,대전,2020-01-07 15:00,8.5,6.1,.4,96,0,1901,7.7
133,대전,2020-01-07 16:00,8.7,,.2,96,0,191601,7.5
133,대전,2020-01-07 17:00,8.9,,.9,96,0,191601,7.5
133,대전,2020-01-07 18:00,8.9,8.6,.9,96,0,1901,7.6
133,대전,2020-01-07 19:00,9.1,,.7,96,,1901,7.6
133,대전,2020-01-07 20:00,9.7,,1.2,96,,1901,7.8
133,대전,2020-01-07 21:00,14,10.2,3.7,96,,1901,9.3
133,대전,2020-01-07 22:00,13.8,,3.3,96,,1901,10.1
133,대전,2020-01-07 23:00,12.7,,3.5,96,,1901,9.9
133,대전,2020-01-08 00:00,11.1,9.5,4.8,95,,1901,9.4
133,대전,2020-01-08 01:00,9.2,,4.9,90,,1901,8.5
133,대전,2020-01-08 02:00,7.8,,3.1,91,,0201,7.4
133,대전,2020-01-08 03:00,7.2,.8,1.9,94,,190201,7
133,대전,2020-01-08 04:00,6.3,,2,89,,1901,6.5
133,대전,2020-01-08 05:00,5.4,,2.7,89,,01,5.7
133,대전,2020-01-08 06:00,5,1,1.6,94,,01,5.5
133,대전,2020-01-08 07:00,5,,2.2,93,,01,5.4
133,대전,2020-01-08 08:00,4.9,,3.8,91,0,1901,5.2
133,대전,2020-01-08 09:00,4.8,.4,2.2,87,0,1901,5
133,대전,2020-01-08 10:00,4.3,,2.3,91,0,1901,5.2
133,대전,2020-01-08 11:00,4.5,,2.2,89,0,1901,5.8
133,대전,2020-01-08 12:00,5.1,.2,2.7,86,.2,01,7.4
133,대전,2020-01-08 13:00,4.7,,3.3,87,0,19,6.4
133,대전,2020-01-08 14:00,4.6,,3.2,87,0,19,6.3
133,대전,2020-01-08 15:00,4.5,,1.5,88,0,19,5.9
133,대전,2020-01-08 16:00,4.4,,1.5,89,0,19,5.7
133,대전,2020-01-08 17:00,4.1,,1.5,89,0,1901,5.3
133,대전,2020-01-08 18:00,3.9,0,1,91,0,1901,4.9
133,대전,2020-01-08 19:00,3.8,,1.6,89,,190201,4.7
133,대전,2020-01-08 20:00,3.6,,1.2,90,,1902,4.4
133,대전,2020-01-08 21:00,3.2,0,2.7,90,,1902,4.2
133,대전,2020-01-08 22:00,2.9,,2.7,83,,1902,3.8
133,대전,2020-01-08 23:00,2.4,,1.5,78,,19,3.4
133,대전,2020-01-09 00:00,2.3,0,2.4,77,,19,3.1
133,대전,2020-01-09 01:00,2.3,,1.2,76,,19,3.1
133,대전,2020-01-09 02:00,2.2,,1.5,75,,19,2.8
133,대전,2020-01-09 03:00,1.9,,2.1,76,,19,2.2
133,대전,2020-01-09 04:00,1.3,,1.7,76,,19,1.6
133,대전,2020-01-09 05:00,.7,,2.9,75,,19,.7
133,대전,2020-01-09 06:00,.4,,.9,79,,19,.9
133,대전,2020-01-09 07:00,.2,,1.2,84,,19,1.4
133,대전,2020-01-09 08:00,.5,,1.6,75,0,19,1.2
133,대전,2020-01-09 09:00,.8,,2.5,71,.2,,1.3
133,대전,2020-01-09 10:00,2,,1.9,70,1,19,3.1
133,대전,2020-01-09 11:00,2.6,,2.6,64,1,4019,6.1
133,대전,2020-01-09 12:00,3.6,,3.1,60,1,40,7.7
133,대전,2020-01-09 13:00,4,,2.6,57,1,,9.1
133,대전,2020-01-09 14:00,4.8,,1.9,55,1,,9.8
133,대전,2020-01-09 15:00,5,,2.3,54,1,,8.6
133,대전,2020-01-09 16:00,4.6,,2.6,53,1,,6.6
133,대전,2020-01-09 17:00,3.4,,1.9,58,.6,,3.8
133,대전,2020-01-09 18:00,2,,1.5,64,0,,2.1
133,대전,2020-01-09 19:00,1,,1.5,72,,40,1.1
133,대전,2020-01-09 20:00,.1,,1.5,78,,40,.4
133,대전,2020-01-09 21:00,-.7,,1.1,80,,4019,.2
133,대전,2020-01-09 22:00,-1.1,,1,81,,19,.3
133,대전,2020-01-09 23:00,-1.6,,.3,84,,19,.2
133,대전,2020-01-10 00:00,-2,,.5,84,,19,0
133,대전,2020-01-10 01:00,-2.2,,1.1,89,,19,-.3
133,대전,2020-01-10 02:00,-2.4,,1.1,91,,19,-.4
133,대전,2020-01-10 03:00,-2.9,,1.1,92,,19,-.6
133,대전,2020-01-10 04:00,-3.2,,.6,92,,19,-.7
133,대전,2020-01-10 05:00,-3.2,,.9,92,,19,-.8
133,대전,2020-01-10 06:00,-3.4,,.8,93,,19,-.9
133,대전,2020-01-10 07:00,-3.8,,.6,93,,19,-1
133,대전,2020-01-10 08:00,-3.8,,.3,94,0,19,-1
133,대전,2020-01-10 09:00,-2.9,,.2,94,.8,19,-.4
133,대전,2020-01-10 10:00,-.8,,.5,90,1,19,0
133,대전,2020-01-10 11:00,1,,.7,76,1,19,.1
133,대전,2020-01-10 12:00,2.8,,1.7,67,.9,4019,.5
133,대전,2020-01-10 13:00,4.8,,.9,61,1,40,5.8
133,대전,2020-01-10 14:00,5.7,,1.3,53,1,40,8.5
133,대전,2020-01-10 15:00,6.2,,1.8,45,1,40,7.8
133,대전,2020-01-10 16:00,5.7,,1.2,45,1,,6.5
133,대전,2020-01-10 17:00,4.8,,1.4,55,.8,40,3.7
133,대전,2020-01-10 18:00,3.1,,1.1,62,0,40,1.5
133,대전,2020-01-10 19:00,1.9,,1,65,,40,.7
133,대전,2020-01-10 20:00,1.4,,1.1,61,,40,.5
133,대전,2020-01-10 21:00,.7,,.2,65,,40,.4
133,대전,2020-01-10 22:00,.4,,.4,69,,40,.2
133,대전,2020-01-10 23:00,-.7,,1,76,,40,-.1
133,대전,2020-01-11 00:00,-1.2,,.6,78,,40,-.7
133,대전,2020-01-11 01:00,-1.1,,.8,80,,4019,-.9
133,대전,2020-01-11 02:00,-1.6,,.3,81,,19,-1.2
133,대전,2020-01-11 03:00,-1.9,,1,85,,19,-1.5
133,대전,2020-01-11 04:00,-2.3,,.3,86,,19,-1.6
133,대전,2020-01-11 05:00,-2.6,,.9,88,,19,-1.7
133,대전,2020-01-11 06:00,-2.6,,.4,89,,19,-1.4
133,대전,2020-01-11 07:00,-2.5,,1,89,,19,-1.6
133,대전,2020-01-11 08:00,-2.9,,1.2,90,0,19,-1.8
133,대전,2020-01-11 09:00,-2.3,,.4,90,.7,19,-.8
133,대전,2020-01-11 10:00,-.1,,.4,84,1,19,0
133,대전,2020-01-11 11:00,3,,.3,73,1,19,.1
133,대전,2020-01-11 12:00,5.1,,1.9,64,1,4019,3.1
133,대전,2020-01-11 13:00,6,,1.5,58,1,40,9.5
133,대전,2020-01-11 14:00,6.5,,1.4,54,1,40,9.9
133,대전,2020-01-11 15:00,6.3,,1.3,53,1,,8.6
133,대전,2020-01-11 16:00,6.2,,2.1,53,.7,,7.1
133,대전,2020-01-11 17:00,5.1,,2,55,.5,40,4.6
133,대전,2020-01-11 18:00,3.5,,1.7,56,0,40,2
133,대전,2020-01-11 19:00,2.9,,2.4,66,,40,1.8
133,대전,2020-01-11 20:00,1.9,,1.1,69,,40,.9
133,대전,2020-01-11 21:00,1.1,,.5,71,,40,.5
133,대전,2020-01-11 22:00,.9,,.8,74,,40,.8
133,대전,2020-01-11 23:00,.6,,.6,74,,40,.6
133,대전,2020-01-12 00:00,.4,,.8,72,,40,.4
133,대전,2020-01-12 01:00,.4,,.5,72,,,.5
133,대전,2020-01-12 02:00,.4,,1,73,,,.7
133,대전,2020-01-12 03:00,.5,,.3,73,,,.6
133,대전,2020-01-12 04:00,.4,,.6,72,,,.1
133,대전,2020-01-12 05:00,.3,,.7,74,,,.4
133,대전,2020-01-12 06:00,-.3,,1,77,,,.3
133,대전,2020-01-12 07:00,-.9,,1.1,79,,,.1
133,대전,2020-01-12 08:00,-1.5,,1.1,78,0,,-.5
133,대전,2020-01-12 09:00,-.1,,.8,73,.5,,0
133,대전,2020-01-12 10:00,1.3,,2,65,.8,,.4
133,대전,2020-01-12 11:00,2.2,,1.3,61,.8,,2.4
133,대전,2020-01-12 12:00,2.7,,2,59,.3,,3.7
133,대전,2020-01-12 13:00,3.9,,2.6,54,.5,,7.7
133,대전,2020-01-12 14:00,5.4,,2.5,49,1,,11.7
133,대전,2020-01-12 15:00,6,,2.6,44,1,,11
133,대전,2020-01-12 16:00,5.3,,1.8,45,1,,7.6
133,대전,2020-01-12 17:00,3.7,,2.2,51,.7,,4
133,대전,2020-01-12 18:00,2.4,,1.9,56,0,,1.7
133,대전,2020-01-12 19:00,1.7,,2.1,60,,,.7
133,대전,2020-01-12 20:00,1,,1.3,63,,,.6
133,대전,2020-01-12 21:00,0,,1.4,67,,,.2
133,대전,2020-01-12 22:00,-.4,,1.1,69,,,-1
133,대전,2020-01-12 23:00,-.1,,1.2,70,,,-.4
133,대전,2020-01-13 00:00,.3,,.5,69,,,0
133,대전,2020-01-13 01:00,1,,1.6,64,,,0
133,대전,2020-01-13 02:00,.9,,1,65,,,.2
133,대전,2020-01-13 03:00,1,,1.1,65,,,.2
133,대전,2020-01-13 04:00,1,,.7,66,,,.3
133,대전,2020-01-13 05:00,1.2,,1.8,65,,,.3
133,대전,2020-01-13 06:00,1.2,0,1.7,65,,05,.3
133,대전,2020-01-13 07:00,1.1,,1.4,67,,05,.4
133,대전,2020-01-13 08:00,.8,,1.1,73,0,05,.3
133,대전,2020-01-13 09:00,.8,0,2.3,75,0,05,.4
133,대전,2020-01-13 10:00,1.4,,1.8,74,.6,05,2.6
133,대전,2020-01-13 11:00,1.6,,3.1,63,.8,05,3.8
133,대전,2020-01-13 12:00,1.7,0,3.6,61,.2,05,4.2
133,대전,2020-01-13 13:00,2.9,,3,53,.3,,8.1
133,대전,2020-01-13 14:00,2.6,,2.3,48,.3,,4.9
133,대전,2020-01-13 15:00,2.2,,3.3,53,.1,,3.8
133,대전,2020-01-13 16:00,3.3,,1.7,45,1,,4.6
133,대전,2020-01-13 17:00,1.7,,2.1,44,.9,,1.5
133,대전,2020-01-13 18:00,.3,,1.7,51,0,,.6
133,대전,2020-01-13 19:00,-1.3,,.6,54,,,-.3
133,대전,2020-01-13 20:00,-1.9,,.5,53,,,-1
133,대전,2020-01-13 21:00,-3,,.9,57,,,-1.4
133,대전,2020-01-13 22:00,-3.2,,1,57,,,-1.6
133,대전,2020-01-13 23:00,-3.4,,.7,59,,,-1.7
133,대전,2020-01-14 00:00,-3,,.3,63,,,-.9
133,대전,2020-01-14 01:00,-2.6,,.8,65,,,-1.4
133,대전,2020-01-14 02:00,-2.5,,.3,63,,,-.7
133,대전,2020-01-14 03:00,-2.4,,.6,66,,,-.9
133,대전,2020-01-14 04:00,-2.4,,.3,67,,,-.8
133,대전,2020-01-14 05:00,-2.5,,.7,67,,,-1.4
133,대전,2020-01-14 06:00,-2.5,,.8,69,,,-1.4
133,대전,2020-01-14 07:00,-2.8,,1.1,72,,,-1.2
133,대전,2020-01-14 08:00,-3,,.3,74,0,,-1.5
133,대전,2020-01-14 09:00,-2.3,,.6,74,.4,,-.6
133,대전,2020-01-14 10:00,-.1,,.4,67,1,,0
133,대전,2020-01-14 11:00,1.7,,.7,53,1,,1.1
133,대전,2020-01-14 12:00,3.1,,.7,46,1,,1.8
133,대전,2020-01-14 13:00,3.7,,1.9,43,1,,5.6
133,대전,2020-01-14 14:00,4.3,,2.5,44,1,,7.4
133,대전,2020-01-14 15:00,3.8,,2.1,46,.7,,5.8
133,대전,2020-01-14 16:00,3.8,,1.3,47,.3,,4.4
133,대전,2020-01-14 17:00,2.8,,2,50,.7,,2.2
133,대전,2020-01-14 18:00,1.4,,1.5,54,0,,.5
133,대전,2020-01-14 19:00,0,,1.1,59,,,0
133,대전,2020-01-14 20:00,-.7,,1.1,62,,,-.3
133,대전,2020-01-14 21:00,-.7,,.8,64,,,-.5
133,대전,2020-01-14 22:00,-1.3,,.7,65,,,-1.5
133,대전,2020-01-14 23:00,-1.6,,.2,64,,,-1.1
133,대전,2020-01-15 00:00,-1.5,,.8,65,,,-1.8
133,대전,2020-01-15 01:00,-2.2,,.1,69,,,-1.8
133,대전,2020-01-15 02:00,-2.5,,.6,70,,,-2.2
133,대전,2020-01-15 03:00,-2.9,,.9,75,,,-2.5
133,대전,2020-01-15 04:00,-3.2,,1.4,77,,,-2.1
133,대전,2020-01-15 05:00,-3.2,,.7,77,,,-2.1
133,대전,2020-01-15 06:00,-3.3,,.5,79,,,-1.7
133,대전,2020-01-15 07:00,-3.4,,.6,81,,19,-2.4
133,대전,2020-01-15 08:00,-4,,.6,84,0,19,-2.6
133,대전,2020-01-15 09:00,-3.2,,.3,81,1,19,-1.8
133,대전,2020-01-15 10:00,-.7,,.9,67,1,19,-.4
133,대전,2020-01-15 11:00,.5,,1.1,60,1,,.9
133,대전,2020-01-15 12:00,2,,2.2,53,1,,1.9
133,대전,2020-01-15 13:00,2.6,,2.7,47,1,,4.5
133,대전,2020-01-15 14:00,3.4,,1.6,46,1,,8.1
133,대전,2020-01-15 15:00,3.8,,1.9,43,1,,7.2
133,대전,2020-01-15 16:00,4,,2.5,42,1,,5.3
133,대전,2020-01-15 17:00,2.4,,1.6,47,.9,,1.9
133,대전,2020-01-15 18:00,.6,,1.1,53,0,,.6
133,대전,2020-01-15 19:00,-.5,,1.1,57,,,-.2
133,대전,2020-01-15 20:00,-1.5,,1.1,61,,,-1
133,대전,2020-01-15 21:00,-1.7,,1,65,,,-1.4
133,대전,2020-01-15 22:00,-2,,.7,68,,,-1.7
133,대전,2020-01-15 23:00,-2.2,,.5,71,,,-1.9
133,대전,2020-01-16 00:00,-2.8,,.9,74,,,-2
133,대전,2020-01-16 01:00,-3.2,,.5,75,,,-2
133,대전,2020-01-16 02:00,-3.4,,.9,78,,,-1.9
133,대전,2020-01-16 03:00,-3.7,,1.4,80,,,-2.3
133,대전,2020-01-16 04:00,-3.7,,1.4,82,,19,-2.2
133,대전,2020-01-16 05:00,-4.1,,.3,80,,19,-2
133,대전,2020-01-16 06:00,-3.8,,.2,83,,19,-2.2
133,대전,2020-01-16 07:00,-4.1,,1,84,,19,-2
133,대전,2020-01-16 08:00,-3.8,,.6,84,0,19,-2
133,대전,2020-01-16 09:00,-3.7,,.2,83,0,19,-1.9
133,대전,2020-01-16 10:00,-.8,,.3,78,1,19,-.4
133,대전,2020-01-16 11:00,1,,1,48,1,19,.4
133,대전,2020-01-16 12:00,2.1,,1.3,39,1,,1.7
133,대전,2020-01-16 13:00,3.4,,1.8,30,1,,3.3
133,대전,2020-01-16 14:00,4.9,,1.6,26,1,,6.2
133,대전,2020-01-16 15:00,5,,1.1,24,1,,7.1
133,대전,2020-01-16 16:00,5.1,,1.9,25,1,,5.2
133,대전,2020-01-16 17:00,3.9,,1.5,27,.9,,2.1
133,대전,2020-01-16 18:00,2,,1,32,0,,.4
133,대전,2020-01-16 19:00,.8,,1.8,39,,,-.3
133,대전,2020-01-16 20:00,-.4,,1,45,,,-1
133,대전,2020-01-16 21:00,-1.1,,1.2,51,,,-1.3
133,대전,2020-01-16 22:00,-1.6,,1.1,56,,,-1.2
133,대전,2020-01-16 23:00,-1.3,,.9,58,,,-1.2
133,대전,2020-01-17 00:00,-1.7,,.4,60,,,-1.4
133,대전,2020-01-17 01:00,-1.9,,.7,61,,,-1.6
133,대전,2020-01-17 02:00,-2.1,,.1,62,,,-1.2
133,대전,2020-01-17 03:00,-1.8,,.6,65,,,-1.2
133,대전,2020-01-17 04:00,-1.9,,.4,66,,,-1.2
133,대전,2020-01-17 05:00,-2,,1.1,69,,,-1.6
133,대전,2020-01-17 06:00,-2.4,,.4,72,,,-1.5
133,대전,2020-01-17 07:00,-2.6,,.7,72,,,-1.6
133,대전,2020-01-17 08:00,-2.8,,.6,75,0,19,-1.7
133,대전,2020-01-17 09:00,-2.5,,.7,74,0,19,-.5
133,대전,2020-01-17 10:00,-1.1,,.4,67,.1,,0
133,대전,2020-01-17 11:00,.1,,.8,59,.2,,.6
133,대전,2020-01-17 12:00,1.2,,.7,52,.1,,1.5
133,대전,2020-01-17 13:00,2.8,,1.1,46,1,,2.5
133,대전,2020-01-17 14:00,4.2,,1,40,1,,6.1
133,대전,2020-01-17 15:00,5.5,,.4,35,1,,7.2
133,대전,2020-01-17 16:00,5.1,,1.7,28,1,,5.1
133,대전,2020-01-17 17:00,4.2,,1.3,36,.9,,2
133,대전,2020-01-17 18:00,2.6,,.8,40,0,,.6
133,대전,2020-01-17 19:00,.9,,1.4,50,,,-.1
133,대전,2020-01-17 20:00,.1,,.3,49,,,-.7
133,대전,2020-01-17 21:00,-.4,,.6,52,,,-1.3
133,대전,2020-01-17 22:00,-.8,,.4,55,,,-1.3
133,대전,2020-01-17 23:00,-1.1,,.8,58,,,-1.7
133,대전,2020-01-18 00:00,-1.9,,.6,62,,,-2
133,대전,2020-01-18 01:00,-2.5,,1.3,67,,,-2.2
133,대전,2020-01-18 02:00,-2.7,,1.1,68,,,-2.2
133,대전,2020-01-18 03:00,-3.3,,.6,71,,19,-2.5
