,대덕구,동구,서구,유성구,중구
2017-01-08,21,12,11,16,13
2017-01-09,39,35,28,31,31
2017-01-10,23,16,9,16,17
2017-01-11,14,11,5,13,11
2017-01-12,31,20,20,26,25
2017-01-13,18,14,8,16,13
2017-01-14,11,12,5,11,9
2017-01-15,16,13,7,13,14
2017-01-16,28,23,17,21,25
2017-01-17,46,26,28,33,33
2017-01-18,67,46,51,53,56
2017-01-19,81,58,75,75,74
2017-01-20,39,26,26,31,31
2017-01-21,22,16,12,19,16
2017-01-22,20,19,13,20,18
2017-01-23,32,27,21,27,26
2017-01-24,35,23,20,27,25
2017-01-25,35,25,25,27,31
2017-01-26,44,27,33,31,37
2017-01-27,18,17,15,17,19
2017-01-28,17,14,13,15,16
2017-01-29,26,17,16,17,22
2017-01-30,22,22,16,19,20
2017-01-31,26,19,18,21,24
2017-07-01,15,16,13,20,17
2017-07-02,10,13,9,12,12
2017-07-03,11,11,8,10,12
2017-07-04,11,14,10,12,12
2017-07-05,24,28,21,25,28
2017-07-06,18,21,15,20,22
2017-07-07,8,8,6,9,9
2017-07-08,7,9,6,9,9
2017-07-09,8,10,8,9,10
2017-07-10,10,8,7,10,13
2017-07-11,22,15,22,23,24
2017-07-12,30,32,26,27,34
2017-07-13,25,27,22,22,31
2017-07-14,21,23,20,21,23
2017-07-15,5,7,4,7,9
2017-07-16,7,8,5,9,9
2017-07-17,8,9,6,9,10
2017-07-18,10,12,7,11,12
2017-07-19,20,23,17,17,24
2017-07-20,34,35,29,28,35
2017-07-21,32,22,30,30,35
2017-07-22,32,16,28,27,30
2017-07-23,30,32,24,27,31
2017-07-24,32,41,29,31,36
2017-07-25,16,22,16,18,20
2017-07-26,7,8,7,11,9
2017-07-27,11,12,11,16,12
2017-07-28,19,22,16,20,19
2017-07-29,8,12,7,10,12
2017-07-30,10,14,8,11,13
2017-07-31,11,17,9,12,11
2017-04-01,23,21,25,23,29
2017-04-02,31,24,28,25,30
2017-04-03,42,31,37,38,39
2017-04-04,39,28,35,30,35
2017-04-05,24,18,23,22,24
2017-04-06,14,15,12,16,15
2017-04-07,20,20,19,24,22
2017-04-08,44,31,33,42,33
2017-04-09,29,26,23,35,26
2017-04-10,11,12,10,10,11
2017-04-11,17,18,15,17,19
2017-04-12,15,17,17,14,16
2017-04-13,23,22,21,26,24
2017-04-14,19,16,15,18,17
2017-04-15,22,23,18,21,24
2017-04-16,19,20,17,17,20
2017-04-17,20,20,16,15,20
2017-04-18,22,23,21,24,22
2017-04-19,18,19,20,20,19
2017-04-20,22,21,19,23,20
2017-04-21,19,18,16,21,21
2017-04-22,28,25,24,28,24
2017-04-23,20,21,20,21,22
2017-04-24,20,17,17,19,19
2017-04-25,21,20,16,18,19
2017-04-26,19,18,15,19,19
2017-04-27,12,12,11,12,12
2017-04-28,20,20,18,24,20
2017-04-29,28,26,27,31,27
2017-04-30,39,42,40,44,41
2017-06-01,20,22,20,21,24
2017-06-02,12,13,11,13,13
2017-06-03,10,9,8,11,10
2017-06-04,13,12,10,12,13
2017-06-05,13,13,11,12,13
2017-06-06,9,10,8,11,11
2017-06-07,9,10,8,10,11
2017-06-08,20,22,19,26,21
2017-06-09,24,27,24,32,26
2017-06-10,32,34,31,37,34
2017-06-11,14,14,14,15,15
2017-06-12,10,11,10,12,12
2017-06-13,11,13,12,14,13
2017-06-14,20,19,16,22,20
2017-06-15,23,25,20,25,24
2017-06-16,31,32,28,32,32
2017-06-17,23,23,20,22,23
2017-06-18,23,24,21,23,25
2017-06-19,30,28,25,29,28
2017-06-20,32,31,31,30,31
2017-06-21,30,31,29,28,29
2017-06-22,21,21,16,21,22
2017-06-23,23,22,20,22,22
2017-06-24,24,25,23,27,26
2017-06-25,24,26,23,29,25
2017-06-26,17,19,14,19,19
2017-06-27,19,20,13,21,22
2017-06-28,18,20,14,21,23
2017-06-29,33,33,27,35,36
2017-06-30,40,42,34,41,45
2017-05-01,35,38,41,41,39
2017-05-02,19,17,23,25,20
2017-05-03,25,20,23,28,21
2017-05-04,31,34,29,30,32
2017-05-05,24,30,25,27,26
2017-05-06,18,30,31,31,18
2017-05-07,13,24,21,24,19
2017-05-08,32,54,40,63,37
2017-05-09,17,27,18,28,18
2017-05-10,11,13,10,13,14
2017-05-11,28,37,26,33,30
2017-05-12,23,30,21,26,24
2017-05-13,19,23,19,22,22
2017-05-14,13,24,15,17,16
2017-05-15,10,19,8,11,11
2017-05-16,13,14,10,16,13
2017-05-17,15,15,13,16,15
2017-05-18,24,26,21,25,25
2017-05-19,24,25,23,26,25
2017-05-20,16,16,14,16,17
2017-05-21,19,20,17,21,20
2017-05-22,20,18,15,19,17
2017-05-23,21,22,19,22,22
2017-05-24,17,19,16,19,21
2017-05-25,16,17,16,19,18
2017-05-26,9,8,6,8,9
2017-05-27,12,12,10,13,12
2017-05-28,18,19,17,21,19
2017-05-29,24,25,22,26,25
2017-05-30,32,35,33,37,38
2017-05-31,23,22,19,26,25
2017-08-01,5,6,4,10,6
2017-08-02,8,9,7,11,9
2017-08-03,9,11,7,11,12
2017-08-04,11,13,10,14,14
2017-08-05,9,9,7,11,11
2017-08-06,9,13,9,11,10
2017-08-07,15,16,11,14,16
2017-08-08,24,24,18,18,22
2017-08-09,15,20,13,9,20
2017-08-10,8,12,9,12,10
2017-08-11,8,9,9,12,8
2017-08-12,5,6,6,8,7
2017-08-13,3,4,5,7,5
2017-08-14,3,2,4,5,4
2017-08-15,3,3,4,6,4
2017-08-16,4,4,5,6,5
2017-08-17,7,5,5,6,5
2017-08-18,14,12,10,14,12
2017-08-19,16,15,13,15,14
2017-08-20,11,10,8,12,9
2017-08-21,9,7,4,5,6
2017-08-22,14,4,8,10,10
2017-08-23,9,4,6,5,5
2017-08-24,8,6,5,6,4
2017-08-25,18,11,10,15,14
2017-08-26,18,9,13,14,14
2017-08-27,15,11,13,14,13
2017-08-28,21,10,14,16,13
2017-08-29,13,11,9,13,12
2017-08-30,15,10,12,13,13
2017-08-31,26,19,20,22,25
2017-09-01,18,12,17,17,14
2017-09-02,9,5,8,8,8
2017-09-03,10,6,7,8,8
2017-09-04,12,8,10,6,12
2017-09-05,14,7,12,13,13
2017-09-06,18,18,12,18,14
2017-09-07,28,23,25,27,22
2017-09-08,39,34,30,30,34
2017-09-09,40,34,32,32,33
2017-09-10,33,28,29,30,29
2017-09-11,16,12,13,13,13
2017-09-12,20,16,16,17,17
2017-09-13,16,10,11,11,11
2017-09-14,15,10,12,13,11
2017-09-15,8,4,7,7,6
2017-09-16,6,3,4,6,4
2017-09-17,7,5,4,8,6
2017-09-18,14,10,12,11,11
2017-09-19,47,43,40,40,39
2017-09-20,22,18,19,19,19
2017-09-21,18,11,13,13,12
2017-09-22,23,16,18,18,16
2017-09-23,30,23,23,23,22
2017-09-24,40,37,35,35,33
2017-09-25,43,39,38,39,37
2017-09-26,29,25,27,25,25
2017-09-27,18,13,16,16,13
2017-09-28,15,12,10,12,11
2017-09-29,15,10,11,11,11
2017-09-30,20,14,16,15,15
2017-11-01,27,16,21,22,20
2017-11-02,36,24,28,30,28
2017-11-03,33,24,27,29,27
2017-11-04,41,30,30,32,33
2017-11-05,42,30,32,31,35
2017-11-06,42,22,28,28,30
2017-11-07,35,20,27,28,26
2017-11-08,38,29,30,32,28
2017-11-09,29,18,21,19,21
2017-11-10,33,18,23,23,18
2017-11-11,16,12,16,15,13
2017-11-12,26,16,19,19,18
2017-11-13,41,23,27,29,28
2017-11-14,22,15,19,18,17
2017-11-15,17,9,12,11,10
2017-11-16,20,12,15,15,16
2017-11-17,39,19,25,25,25
2017-11-18,24,16,18,19,18
2017-11-19,15,9,12,13,12
2017-11-20,23,14,18,19,19
2017-11-21,37,18,23,24,28
2017-11-22,40,23,29,30,28
2017-11-23,17,10,11,11,11
2017-11-24,17,9,10,11,12
2017-11-25,23,13,18,20,16
2017-11-26,29,18,22,24,24
2017-11-27,46,26,33,31,40
2017-11-28,60,29,39,40,47
2017-11-29,32,18,29,26,25
2017-11-30,12,7,10,10,9
2017-12-01,15,7,11,12,12
2017-12-02,27,15,20,20,20
2017-12-03,39,23,26,29,31
2017-12-04,29,19,25,24,27
2017-12-05,14,8,11,11,11
2017-12-06,32,14,20,24,23
2017-12-07,30,18,24,24,25
2017-12-08,17,12,16,15,15
2017-12-09,20,12,17,17,16
2017-12-10,27,18,25,24,24
2017-12-11,9,8,11,10,9
2017-12-12,15,12,14,13,14
2017-12-13,19,17,17,16,18
2017-12-14,37,27,30,27,36
2017-12-15,48,29,36,35,40
2017-12-16,27,21,23,23,25
2017-12-17,17,17,17,16,17
2017-12-18,26,20,22,22,24
2017-12-19,21,19,18,19,19
2017-12-20,24,18,17,17,18
2017-12-21,31,21,22,22,26
2017-12-22,40,26,27,29,32
2017-12-23,62,37,44,42,52
2017-12-24,45,27,38,36,40
2017-12-25,15,15,16,14,14
2017-12-26,16,14,16,14,13
2017-12-27,12,11,11,10,12
2017-12-28,29,22,24,24,29
2017-12-29,58,34,44,46,50
2017-12-30,82,53,64,65,72
2017-12-31,29,26,29,28,27
2017-10-01,19,14,15,16,13
2017-10-02,10,7,8,8,9
2017-10-03,18,15,14,18,15
2017-10-04,12,10,11,11,10
2017-10-05,8,7,7,8,6
2017-10-06,7,4,5,7,5
2017-10-07,10,7,8,10,8
2017-10-08,12,9,9,10,9
2017-10-09,18,13,13,13,12
2017-10-10,18,14,14,14,12
2017-10-11,15,11,10,11,10
2017-10-12,15,11,13,14,14
2017-10-13,25,16,17,18,18
2017-10-14,21,14,16,14,15
2017-10-15,15,10,13,12,10
2017-10-16,17,10,12,13,12
2017-10-17,24,16,20,20,17
2017-10-18,12,10,11,11,9
2017-10-19,12,8,9,9,8
2017-10-20,17,10,10,12,10
2017-10-21,20,12,18,16,12
2017-10-22,13,10,11,11,9
2017-10-23,14,9,9,10,12
2017-10-24,24,19,18,19,16
2017-10-25,32,26,24,26,24
2017-10-26,51,31,38,35,33
2017-10-27,56,33,41,34,42
2017-10-28,27,22,19,8,19
2017-10-29,23,16,20,10,17
2017-10-30,19,11,14,12,19
2017-10-31,26,12,15,16,15
