,대덕구,동구,서구,유성구,중구
2016-01-29,20,20,20,20,20
2016-01-30,26,26,26,26,26
2016-01-31,22,22,22,22,22
2016-06-01,24,23,22,27,24
2016-06-02,17,17,17,19,17
2016-06-03,25,27,22,27,25
2016-06-04,32,35,25,36,32
2016-06-05,23,21,17,32,23
2016-06-06,9,9,8,12,9
2016-06-07,19,19,16,22,19
2016-06-08,25,26,20,31,25
2016-06-09,27,28,20,33,27
2016-06-10,38,40,31,44,38
2016-06-11,26,28,21,29,26
2016-06-12,16,18,14,17,16
2016-06-13,24,32,17,23,24
2016-06-14,33,36,26,39,33
2016-06-15,18,23,15,18,18
2016-06-16,15,16,13,16,15
2016-06-17,24,27,20,27,24
2016-06-18,28,31,24,29,28
2016-06-19,27,29,23,30,27
2016-06-20,27,31,23,29,27
2016-06-21,21,23,19,23,21
2016-06-22,21,23,18,23,21
2016-06-23,19,23,14,21,19
2016-06-24,16,18,11,21,16
2016-06-25,13,14,12,13,13
2016-06-26,17,18,16,19,17
2016-06-27,15,15,15,17,15
2016-06-28,21,22,19,24,21
2016-06-29,18,17,16,22,18
2016-06-30,12,13,10,13,12
2016-05-01,21,24,20,20,21
2016-05-02,18,21,16,18,18
2016-05-03,7,6,7,8,7
2016-05-04,12,15,11,11,12
2016-05-05,17,18,14,19,17
2016-05-06,15,19,13,14,15
2016-05-07,26,33,20,25,26
2016-05-08,16,19,15,15,16
2016-05-09,25,28,22,26,25
2016-05-10,17,17,15,20,17
2016-05-11,12,13,11,13,12
2016-05-12,16,16,13,19,16
2016-05-13,22,24,20,23,22
2016-05-14,14,16,14,14,14
2016-05-15,16,18,14,18,16
2016-05-16,11,12,11,12,11
2016-05-17,25,26,21,29,25
2016-05-18,28,31,23,31,28
2016-05-19,31,32,28,34,31
2016-05-20,28,26,26,32,28
2016-05-21,19,21,20,18,19
2016-05-22,28,31,28,25,28
2016-05-23,28,30,29,26,28
2016-05-24,16,17,14,17,16
2016-05-25,38,40,30,44,38
2016-05-26,59,65,48,65,59
2016-05-27,50,49,40,61,50
2016-05-28,33,33,29,37,33
2016-05-29,31,33,25,35,31
2016-05-30,42,46,36,44,42
2016-05-31,39,40,34,45,39
2016-04-01,29,29,30,28,29
2016-04-02,34,33,36,33,34
2016-04-03,48,44,53,49,48
2016-04-04,13,7,14,20,13
2016-04-05,15,14,17,16,15
2016-04-06,22,22,21,24,22
2016-04-07,13,13,14,12,13
2016-04-08,31,31,27,35,31
2016-04-09,45,49,37,49,45
2016-04-10,55,69,46,52,55
2016-04-11,25,26,24,27,25
2016-04-12,20,23,18,21,20
2016-04-13,13,14,13,14,13
2016-04-14,20,23,18,21,20
2016-04-15,22,24,21,21,22
2016-04-16,21,22,20,23,21
2016-04-17,12,16,10,10,12
2016-04-18,22,24,19,25,22
2016-04-19,18,13,19,23,18
2016-04-20,24,23,23,27,24
2016-04-21,16,15,14,20,16
2016-04-22,37,39,29,44,37
2016-04-23,43,47,37,47,43
2016-04-24,31,39,25,29,31
2016-04-25,29,32,26,29,29
2016-04-26,28,32,28,24,28
2016-04-27,15,16,15,16,15
2016-04-28,15,16,13,17,15
2016-04-29,23,24,21,25,23
2016-04-30,27,30,26,27,27
2016-09-01,37,39,29,30,34
2016-09-02,15,13,11,13,13
2016-09-03,3,4,3,7,4
2016-09-04,11,12,8,12,11
2016-09-05,16,18,16,22,15
2016-09-06,27,27,21,28,23
2016-09-07,34,34,25,31,30
2016-09-08,26,28,20,27,25
2016-09-09,27,29,22,27,27
2016-09-10,24,28,19,31,23
2016-09-11,18,18,13,18,17
2016-09-12,14,14,12,17,14
2016-09-13,9,9,7,12,9
2016-09-14,17,19,14,20,17
2016-09-15,26,24,18,25,22
2016-09-16,24,25,16,27,22
2016-09-17,5,4,4,9,4
2016-09-18,6,5,4,7,5
2016-09-19,7,5,4,7,5
2016-09-20,7,6,4,8,7
2016-09-21,21,16,12,16,16
2016-09-22,22,21,16,18,20
2016-09-23,22,24,15,20,20
2016-09-24,27,26,18,29,22
2016-09-25,29,25,18,34,19
2016-09-26,21,23,14,24,18
2016-09-27,14,16,10,18,12
2016-09-28,16,21,14,32,16
2016-09-29,6,8,7,15,7
2016-09-30,8,8,4,11,7
2016-03-01,20,19,21,22,20
2016-03-02,18,15,19,21,18
2016-03-03,29,30,26,32,29
2016-03-04,37,32,40,40,37
2016-03-05,15,11,16,18,15
2016-03-06,21,23,18,23,21
2016-03-07,26,27,24,29,26
2016-03-08,24,26,24,24,24
2016-03-09,15,16,14,17,15
2016-03-10,12,12,12,13,12
2016-03-11,17,16,17,19,17
2016-03-12,24,22,25,26,24
2016-03-13,41,37,42,46,41
2016-03-14,56,46,60,64,56
2016-03-15,36,31,39,38,36
2016-03-16,33,27,35,38,33
2016-03-17,28,26,26,32,28
2016-03-18,30,27,28,37,30
2016-03-19,33,34,29,36,33
2016-03-20,34,34,34,35,34
2016-03-21,30,28,32,32,30
2016-03-22,32,29,32,35,32
2016-03-23,40,36,45,41,40
2016-03-24,20,20,22,20,20
2016-03-25,27,26,28,27,27
2016-03-26,36,33,40,37,36
2016-03-27,33,31,36,33,33
2016-03-28,36,33,37,38,36
2016-03-29,46,40,50,48,46
2016-03-30,32,30,31,37,32
2016-03-31,28,26,30,28,28
2016-02-01,16,16,17,15,16
2016-02-02,22,18,25,23,22
2016-02-03,28,23,32,30,28
2016-02-04,30,26,34,31,30
2016-02-05,20,20,23,18,20
2016-02-06,22,21,22,23,22
2016-02-07,23,22,24,24,23
2016-02-08,36,33,38,37,36
2016-02-09,27,27,29,26,27
2016-02-10,20,21,23,18,20
2016-02-11,27,26,29,26,27
2016-02-12,23,18,26,26,23
2016-02-13,15,16,15,14,15
2016-02-14,16,18,15,15,16
2016-02-15,13,15,11,14,13
2016-02-16,16,16,15,18,16
2016-02-17,13,14,12,14,13
2016-02-18,20,18,22,22,20
2016-02-19,39,33,42,43,39
2016-02-20,32,28,33,35,32
2016-02-21,14,13,15,16,14
2016-02-22,22,17,25,24,22
2016-02-23,30,27,32,33,30
2016-02-24,15,15,14,17,15
2016-02-25,20,18,19,24,20
2016-02-26,47,40,51,52,47
2016-02-27,42,33,44,50,42
2016-02-28,52,34,66,58,52
