,대덕구,동구,서구,유성구,중구
2020-05-16,25,28,24,23,23
2020-05-17,31,34,31,30,27
2020-05-18,37,28,30,31,25
2020-05-19,17,16,19,13,14
2020-05-20,12,11,15,8,12
2020-05-21,24,20,23,19,20
2020-05-22,36,32,33,33,31
2020-05-23,32,32,34,35,31
2020-05-24,27,29,29,26,25
2020-05-25,36,36,29,28,29
2020-05-26,59,46,38,55,42
2020-05-27,33,27,24,25,25
2020-05-28,42,32,28,34,28
2020-05-29,46,34,33,36,33
2020-05-30,35,29,36,35,31
2020-05-31,41,33,38,39,32
2020-03-01,38,37,35,40,37
2020-03-02,44,42,41,42,42
2020-03-03,45,40,39,44,43
2020-03-04,38,31,31,31,32
2020-03-05,38,35,36,33,38
2020-03-06,37,30,33,33,38
2020-03-07,40,33,37,39,37
2020-03-08,35,33,32,33,33
2020-03-09,45,43,40,47,43
2020-03-10,44,38,34,41,39
2020-03-11,39,30,33,32,35
2020-03-12,39,30,32,32,34
2020-03-13,27,24,23,22,27
2020-03-14,32,29,30,29,32
2020-03-15,47,42,40,44,44
2020-03-16,26,23,25,23,25
2020-03-17,50,42,41,46,45
2020-03-18,53,47,43,50,47
2020-03-19,66,53,53,63,53
2020-03-20,49,42,45,48,47
2020-03-21,62,54,54,61,56
2020-03-22,48,48,44,48,46
2020-03-23,45,41,40,47,41
2020-03-24,61,53,52,60,54
2020-03-25,61,53,55,59,56
2020-03-26,47,40,43,45,41
2020-03-27,34,33,29,30,31
2020-03-28,35,35,35,34,37
2020-03-29,32,30,34,32,35
2020-03-30,39,31,32,35,33
2020-03-31,46,38,35,41,38
2020-06-01,20,17,17,17,14
2020-06-02,24,15,21,19,17
2020-06-03,46,41,38,42,36
2020-06-04,61,52,48,56,41
2020-06-05,74,88,89,82,84
2020-06-06,72,69,67,72,65
2020-06-07,55,56,58,59,52
2020-06-08,72,63,66,63,62
2020-06-09,66,62,62,60,58
2020-06-10,57,46,52,48,48
2020-06-11,25,16,18,11,18
2020-06-12,52,47,39,37,42
2020-06-13,14,18,14,12,14
2020-06-14,7,13,13,8,10
2020-06-15,29,29,26,26,25
2020-06-16,40,34,37,35,35
2020-06-17,41,35,42,42,37
2020-06-18,25,25,23,21,25
2020-06-19,28,20,27,22,21
2020-06-20,50,42,43,48,41
2020-06-21,41,30,34,31,30
2020-06-22,42,30,38,36,32
2020-06-23,50,38,43,44,41
2020-06-24,23,21,23,21,22
2020-06-25,16,19,15,13,16
2020-06-26,18,17,19,15,19
2020-06-27,23,23,26,24,26
2020-06-28,25,27,27,23,29
2020-06-29,27,27,28,27,24
2020-06-30,8,7,7,4,5
2020-07-01,14,15,15,10,14
2020-07-02,31,26,31,30,29
2020-07-03,15,16,18,16,18
2020-07-04,8,11,12,7,9
2020-07-05,12,13,15,13,14
2020-07-06,17,14,20,14,16
2020-07-07,23,20,19,15,18
2020-07-08,37,28,25,23,27
2020-07-09,34,29,31,27,29
2020-07-10,10,9,12,6,9
2020-07-11,17,19,20,19,19
2020-07-12,7,10,11,7,8
2020-07-13,6,5,6,3,4
2020-07-14,7,6,7,3,6
2020-07-15,10,8,10,5,7
2020-07-16,27,18,20,14,17
2020-07-17,52,33,36,38,35
2020-07-18,39,25,28,27,26
2020-07-19,23,15,18,13,13
2020-07-20,16,13,17,7,15
2020-07-21,24,15,19,13,17
2020-07-22,25,19,21,15,16
2020-07-23,16,11,13,10,8
2020-07-24,7,6,8,3,5
2020-07-25,12,9,11,5,11
2020-07-26,16,12,17,10,12
2020-07-27,26,18,23,19,17
2020-07-28,13,15,12,6,10
2020-07-29,11,10,12,3,11
2020-07-30,10,11,10,4,12
2020-07-31,14,13,13,8,19
2020-08-01,20,18,19,11,18
2020-08-02,14,14,16,10,10
2020-08-03,21,19,21,14,19
2020-08-04,27,23,27,21,25
2020-08-05,33,29,30,21,27
2020-08-06,16,17,14,9,10
2020-08-07,19,14,16,10,12
2020-08-08,7,4,6,1,5
2020-08-09,11,11,11,4,7
2020-08-10,13,7,10,3,9
2020-08-11,15,9,13,6,10
2020-08-12,23,15,17,13,17
2020-08-13,27,18,22,18,18
2020-08-14,31,22,24,23,24
2020-08-15,27,23,24,23,24
2020-08-16,19,15,17,13,16
2020-08-17,29,19,24,19,23
2020-08-18,35,24,27,22,26
2020-08-19,47,33,36,30,33
2020-08-20,44,35,39,33,35
2020-08-21,45,34,39,36,38
2020-08-22,30,26,28,28,31
2020-08-23,19,20,22,18,22
2020-08-24,28,23,30,22,26
2020-08-25,28,21,26,22,24
2020-08-26,30,22,22,17,23
2020-08-27,19,21,24,15,23
2020-08-28,21,16,17,13,15
2020-08-29,12,9,10,6,9
2020-08-30,11,10,13,7,12
2020-08-31,12,7,9,4,8
2020-10-01,27,28,28,29,28
2020-10-02,20,24,22,22,21
2020-10-03,20,23,27,19,22
2020-10-04,31,38,31,33,33
2020-10-05,27,24,23,23,31
2020-10-06,25,24,21,18,20
2020-10-07,27,19,20,14,14
2020-10-08,15,15,16,11,13
2020-10-09,19,19,19,17,18
2020-10-10,21,21,22,20,22
2020-10-11,21,20,21,20,21
2020-10-12,37,35,30,33,32
2020-10-13,26,22,21,22,23
2020-10-14,39,35,31,33,33
2020-10-15,42,41,36,36,40
2020-10-16,59,50,47,48,47
2020-10-17,45,42,36,37,39
2020-10-18,38,32,30,31,29
2020-10-19,54,44,41,46,37
2020-10-20,69,60,55,60,47
2020-10-21,45,34,40,49,35
2020-10-22,48,44,44,48,40
2020-10-23,28,22,24,24,22
2020-10-24,27,20,23,23,22
2020-10-25,25,22,25,23,25
2020-10-26,48,41,42,41,40
2020-10-27,76,67,61,65,60
2020-10-28,70,64,53,59,55
2020-10-29,38,33,32,34,34
2020-10-30,49,36,39,40,36
2020-10-31,35,29,32,35,31
2020-09-01,16,15,14,11,16
2020-09-02,12,9,14,8,12
2020-09-03,23,16,14,16,17
2020-09-04,48,37,37,36,37
2020-09-05,38,33,33,33,34
2020-09-06,16,13,13,12,12
2020-09-07,12,9,12,6,11
2020-09-08,54,40,43,44,46
2020-09-09,29,21,19,18,20
2020-09-10,36,29,25,26,28
2020-09-11,35,32,31,25,31
2020-09-12,16,16,14,10,15
2020-09-13,16,12,13,10,16
2020-09-14,25,18,17,15,21
2020-09-15,26,27,25,26,23
2020-09-16,19,20,20,19,20
2020-09-17,29,33,19,26,15
2020-09-18,31,25,23,23,33
2020-09-19,29,22,26,37,24
2020-09-20,22,20,22,21,23
2020-09-21,29,16,21,20,26
2020-09-22,17,14,16,14,12
2020-09-23,14,10,12,10,10
2020-09-24,13,20,12,9,15
2020-09-25,14,10,15,12,15
2020-09-26,14,13,17,14,15
2020-09-27,11,11,14,9,13
2020-09-28,18,16,19,15,15
2020-09-29,34,26,27,25,27
2020-09-30,30,31,31,29,30
2020-11-01,21,21,19,20,20
2020-11-02,31,29,25,27,33
2020-11-03,27,24,23,22,24
2020-11-04,33,30,28,26,31
2020-11-05,56,40,39,38,42
2020-11-06,64,49,49,53,50
2020-11-07,69,61,58,62,56
2020-11-08,57,67,58,62,59
2020-11-09,28,31,26,26,31
2020-11-10,34,33,29,29,32
2020-11-11,46,36,35,32,36
2020-11-12,55,42,41,45,40
2020-11-13,74,68,53,52,56
2020-11-14,58,66,56,57,57
2020-11-15,52,49,53,50,47
2020-11-16,95,91,77,79,79
2020-11-17,54,58,56,59,52
2020-11-18,42,35,35,39,35
2020-11-19,17,11,16,12,13
2020-11-20,25,22,23,18,22
2020-11-21,24,26,26,24,26
2020-11-22,20,23,23,18,22
2020-11-23,26,26,24,21,25
2020-11-24,30,29,25,22,30
2020-11-25,47,38,35,34,36
2020-11-26,58,61,46,50,51
2020-11-27,50,46,39,43,41
2020-11-28,23,19,23,20,25
2020-11-29,21,16,22,19,22
2020-11-30,33,26,29,26,36
2020-12-01,48,37,37,37,43
2020-12-02,39,32,32,35,35
2020-12-03,34,23,27,27,29
2020-12-04,39,24,30,29,34
2020-12-05,45,28,34,35,35
2020-12-06,50,36,39,39,38
2020-12-07,64,51,50,57,52
2020-12-08,39,29,33,32,36
2020-12-09,45,32,35,35,39
2020-12-10,49,36,40,48,44
2020-12-11,77,66,60,68,68
2020-12-12,58,49,51,54,55
2020-12-13,39,33,38,38,39
2020-12-14,23,15,21,20,28
2020-12-15,23,16,23,19,28
2020-12-16,25,15,21,19,25
2020-12-17,36,21,26,27,30
2020-12-18,36,28,30,35,35
2020-12-19,27,19,24,25,28
2020-12-20,28,19,28,24,28
2020-12-21,43,33,36,38,39
2020-12-22,59,41,43,50,46
2020-12-23,80,63,59,66,68
2020-12-24,65,48,51,54,49
2020-12-25,32,21,29,27,30
2020-12-26,48,35,38,41,42
2020-12-27,60,45,51,57,49
2020-12-28,64,36,45,52,43
2020-12-29,70,54,55,62,56
2020-12-30,32,15,27,19,35
2020-12-31,32,23,31,25,35
