,대덕구,동구,서구,유성구,중구
2020-04-02,25,18,20,20,21
2020-04-03,29,23,25,25,24
2020-04-04,23,21,20,23,21
2020-04-05,16,13,15,12,14
2020-04-06,23,17,19,19,19
2020-04-07,23,19,19,20,19
2020-04-08,16,14,14,14,14
2020-04-09,20,16,18,16,17
2020-04-10,24,19,23,22,21
2020-04-11,25,22,23,24,24
2020-04-12,19,17,17,18,17
2020-04-13,12,9,10,9,10
2020-04-14,23,16,21,18,18
2020-04-15,36,27,29,28,28
2020-04-16,30,25,27,26,27
2020-04-17,16,13,14,14,13
2020-04-18,21,20,19,18,19
2020-04-19,16,15,15,14,13
2020-04-20,12,9,9,8,7
2020-04-21,11,8,8,8,6
2020-04-22,12,9,9,9,7
2020-04-23,14,10,11,10,10
2020-04-24,13,10,11,9,8
2020-04-25,25,23,24,24,22
2020-04-26,14,14,13,12,13
2020-04-27,17,13,14,13,14
2020-04-28,20,15,17,17,17
2020-04-29,21,18,17,18,17
2020-04-30,21,16,17,13,16
2020-06-01,12,12,9,8,7
2020-06-02,12,8,12,9,9
2020-06-03,23,21,17,16,18
2020-06-04,24,24,18,18,21
2020-06-05,30,32,29,21,30
2020-06-06,33,35,28,28,31
2020-06-07,24,26,25,24,24
2020-06-08,32,29,27,25,29
2020-06-09,33,34,32,28,32
2020-06-10,32,30,31,26,30
2020-06-11,12,12,10,5,12
2020-06-12,26,28,23,21,24
2020-06-13,7,13,6,6,7
2020-06-14,5,10,5,3,4
2020-06-15,15,16,13,13,15
2020-06-16,23,24,21,20,24
2020-06-17,23,26,25,26,24
2020-06-18,16,17,13,13,12
2020-06-19,19,17,16,15,16
2020-06-20,32,32,29,33,29
2020-06-21,27,23,22,21,23
2020-06-22,27,23,26,25,23
2020-06-23,31,30,28,29,30
2020-06-24,17,16,14,14,14
2020-06-25,9,9,6,7,10
2020-06-26,13,13,11,10,11
2020-06-27,18,15,15,15,17
2020-06-28,18,20,17,17,20
2020-06-29,20,19,17,18,22
2020-06-30,5,5,3,2,3
2020-05-01,24,20,22,16,23
2020-05-02,20,16,18,13,20
2020-05-03,16,13,15,11,15
2020-05-04,16,12,14,9,13
2020-05-05,19,18,18,15,22
2020-05-06,13,12,14,13,13
2020-05-07,9,7,9,5,9
2020-05-08,13,10,13,9,13
2020-05-09,9,7,8,5,9
2020-05-10,16,15,15,14,17
2020-05-11,23,23,23,23,23
2020-05-12,18,21,19,18,20
2020-05-13,12,10,10,8,9
2020-05-14,17,13,15,12,14
2020-05-15,15,14,15,10,14
2020-05-16,17,18,14,13,19
2020-05-17,20,20,19,15,20
2020-05-18,21,16,16,16,16
2020-05-19,7,8,6,7,6
2020-05-20,7,6,7,6,7
2020-05-21,16,12,16,12,13
2020-05-22,22,20,21,19,20
2020-05-23,23,22,21,19,21
2020-05-24,22,21,20,18,20
2020-05-25,25,23,20,20,23
2020-05-26,36,24,25,32,27
2020-05-27,19,17,16,15,18
2020-05-28,25,19,20,20,21
2020-05-29,25,22,21,23,24
2020-05-30,25,21,25,23,22
2020-05-31,32,26,29,28,26
2020-07-01,9,9,7,5,7
2020-07-02,20,20,19,20,19
2020-07-03,14,13,14,13,13
2020-07-04,8,4,6,5,6
2020-07-05,12,8,9,10,13
2020-07-06,17,12,15,11,13
2020-07-07,16,14,11,12,14
2020-07-08,20,17,16,18,18
2020-07-09,23,20,17,18,21
2020-07-10,8,7,7,3,3
2020-07-11,11,17,12,11,9
2020-07-12,5,9,6,7,3
2020-07-13,1,3,3,1,3
2020-07-14,5,4,3,2,4
2020-07-15,4,3,4,2,5
2020-07-16,14,10,11,9,11
2020-07-17,27,21,22,25,24
2020-07-18,18,16,17,19,18
2020-07-19,15,12,12,10,11
2020-07-20,8,6,6,5,8
2020-07-21,12,9,9,7,10
2020-07-22,15,12,10,12,12
2020-07-23,7,6,5,6,5
2020-07-24,4,3,3,3,3
2020-07-25,6,5,4,3,7
2020-07-26,7,5,6,5,8
2020-07-27,14,12,12,12,14
2020-07-28,6,3,4,3,5
2020-07-29,7,3,4,3,4
2020-07-30,5,3,4,3,3
2020-07-31,7,4,5,4,7
2020-08-01,9,8,6,7,11
2020-08-02,8,6,7,5,7
2020-08-03,11,10,11,8,14
2020-08-04,14,13,15,12,14
2020-08-05,15,16,13,11,19
2020-08-06,7,8,5,5,7
2020-08-07,7,6,7,6,9
2020-08-08,4,4,3,2,3
2020-08-09,5,5,5,3,4
2020-08-10,5,4,4,2,6
2020-08-11,7,5,6,4,4
2020-08-12,9,7,6,4,9
2020-08-13,9,8,8,5,10
2020-08-14,14,11,12,10,13
2020-08-15,13,12,12,11,13
2020-08-16,10,8,9,8,9
2020-08-17,14,12,13,11,13
2020-08-18,18,16,16,14,15
2020-08-19,26,21,20,20,16
2020-08-20,26,24,25,23,24
2020-08-21,25,26,24,24,22
2020-08-22,16,18,15,17,16
2020-08-23,11,11,9,11,9
2020-08-24,17,16,13,15,13
2020-08-25,20,16,17,15,14
2020-08-26,13,13,11,11,11
2020-08-27,10,12,12,11,9
2020-08-28,9,7,9,9,7
2020-08-29,4,3,3,3,3
2020-08-30,4,4,3,3,2
2020-08-31,3,2,2,3,1
2020-09-01,5,6,5,5,4
2020-09-02,5,6,6,5,5
2020-09-03,9,8,11,9,8
2020-09-04,20,22,20,19,19
2020-09-05,19,22,21,22,19
2020-09-06,10,9,9,9,6
2020-09-07,8,6,5,5,4
2020-09-08,27,23,26,26,25
2020-09-09,17,15,13,13,11
2020-09-10,20,16,19,17,14
2020-09-11,19,20,21,19,18
2020-09-12,9,12,8,9,7
2020-09-13,6,8,6,7,6
2020-09-14,11,12,9,10,8
2020-09-15,17,18,15,19,13
2020-09-16,12,16,14,16,10
2020-09-17,17,22,13,19,7
2020-09-18,10,11,10,12,10
2020-09-19,12,10,10,15,13
2020-09-20,12,11,12,15,11
2020-09-21,12,12,12,10,12
2020-09-22,6,8,8,9,7
2020-09-23,4,5,4,6,3
2020-09-24,9,6,4,5,5
2020-09-25,7,7,6,6,5
2020-09-26,8,7,7,7,6
2020-09-27,7,7,6,7,5
2020-09-28,10,8,9,9,7
2020-09-29,21,15,15,15,13
2020-09-30,24,21,21,20,19
2020-11-01,15,13,14,13,11
2020-11-02,13,10,8,11,10
2020-11-03,11,8,8,8,6
2020-11-04,14,12,10,12,9
2020-11-05,26,18,18,19,17
2020-11-06,36,25,27,28,25
2020-11-07,31,25,28,28,24
2020-11-08,18,19,19,18,18
2020-11-09,11,10,8,11,9
2020-11-10,17,14,11,13,12
2020-11-11,24,17,15,17,14
2020-11-12,31,21,23,27,20
2020-11-13,39,36,31,32,33
2020-11-14,28,35,34,34,34
2020-11-15,32,27,32,31,28
2020-11-16,50,52,49,48,50
2020-11-17,34,33,37,37,34
2020-11-18,25,20,25,23,21
2020-11-19,11,7,8,7,6
2020-11-20,20,11,9,10,9
2020-11-21,14,14,14,17,13
2020-11-22,12,14,13,14,11
2020-11-23,14,14,11,15,11
2020-11-24,13,14,13,15,13
2020-11-25,18,21,17,20,17
2020-11-26,27,33,29,31,28
2020-11-27,23,24,24,24,23
2020-11-28,11,11,10,10,10
2020-11-29,10,11,10,11,9
2020-11-30,16,15,14,15,15
2020-10-01,19,19,19,21,18
2020-10-02,14,13,12,13,12
2020-10-03,17,15,14,16,14
2020-10-04,19,16,16,19,18
2020-10-05,10,3,7,9,7
2020-10-06,15,9,10,9,8
2020-10-07,18,9,11,10,6
2020-10-08,5,4,5,6,3
2020-10-09,7,6,7,7,5
2020-10-10,10,9,10,10,8
2020-10-11,10,10,10,10,9
2020-10-12,24,18,18,16,18
2020-10-13,14,9,9,10,8
2020-10-14,21,15,14,15,14
2020-10-15,22,18,15,15,15
2020-10-16,42,30,29,29,25
2020-10-17,33,28,25,25,25
2020-10-18,26,19,19,19,17
2020-10-19,31,23,23,24,20
2020-10-20,38,31,32,34,27
2020-10-21,27,18,24,26,18
2020-10-22,20,15,18,17,15
2020-10-23,11,7,7,8,6
2020-10-24,11,8,7,9,7
2020-10-25,14,11,10,11,9
2020-10-26,29,21,22,21,19
2020-10-27,43,37,36,36,34
2020-10-28,39,35,33,33,31
2020-10-29,19,15,13,14,12
2020-10-30,27,19,21,22,17
2020-10-31,21,14,18,18,12
2020-12-01,21,22,20,22,22
2020-12-02,17,18,16,17,17
2020-12-03,14,14,14,14,13
2020-12-04,17,14,15,16,15
2020-12-05,21,17,20,20,18
2020-12-06,26,22,25,25,23
2020-12-07,31,30,33,35,32
2020-12-08,18,16,17,18,18
2020-12-09,20,17,20,20,18
2020-12-10,25,22,24,27,23
2020-12-11,42,42,40,44,42
2020-12-12,27,28,28,29,29
2020-12-13,21,19,24,23,22
2020-12-14,7,7,7,8,8
2020-12-15,10,8,9,10,11
2020-12-16,11,8,9,9,11
2020-12-17,16,10,12,13,14
2020-12-18,20,15,16,18,20
2020-12-19,10,8,9,10,12
2020-12-20,14,12,13,13,15
2020-12-21,23,18,20,22,24
2020-12-22,30,25,28,28,31
2020-12-23,43,38,41,41,47
2020-12-24,27,23,26,27,29
2020-12-25,13,11,12,10,14
2020-12-26,19,16,16,16,18
2020-12-27,29,23,26,28,29
2020-12-28,33,21,29,28,26
2020-12-29,41,35,39,39,38
2020-12-30,8,7,9,7,10
2020-12-31,12,10,12,11,13
