,대덕구,동구,서구,유성구,중구
2019-06-10,6,3,5,5,6
2019-06-11,15,7,12,11,11
2019-06-12,24,18,20,24,18
2019-06-13,26,19,25,22,23
2019-06-14,43,33,38,40,38
2019-06-15,22,16,20,20,20
2019-06-16,20,16,17,17,18
2019-06-17,16,10,11,11,13
2019-06-18,21,15,19,17,19
2019-06-19,31,24,25,25,27
2019-06-20,26,20,20,20,22
2019-06-21,24,20,23,21,22
2019-06-22,20,17,18,16,18
2019-06-23,10,7,10,8,10
2019-06-24,20,15,19,17,19
2019-06-25,22,15,18,15,17
2019-06-26,24,18,22,20,20
2019-06-27,15,7,12,8,10
2019-06-28,24,18,22,17,19
2019-06-29,18,17,17,14,18
2019-06-30,22,18,18,15,18
2019-07-01,20,18,17,16,17
2019-07-02,19,15,16,13,16
2019-07-03,33,22,27,26,25
2019-07-04,30,26,28,24,26
2019-07-05,27,22,24,21,24
2019-07-06,21,15,19,15,17
2019-07-07,13,10,11,8,10
2019-07-08,7,5,6,4,5
2019-07-09,9,6,7,4,8
2019-07-10,7,5,7,4,6
2019-07-11,8,5,6,4,8
2019-07-12,12,9,9,8,9
2019-07-13,24,18,21,18,21
2019-07-14,33,27,28,25,28
2019-07-15,30,26,26,31,28
2019-07-16,21,16,14,15,17
2019-07-17,28,21,18,18,24
2019-07-18,17,14,11,13,14
2019-07-19,12,8,6,4,9
2019-07-20,4,3,3,1,3
2019-07-21,11,9,8,7,11
2019-07-22,21,16,13,18,15
2019-07-23,13,12,12,9,17
2019-07-24,13,10,11,7,15
2019-07-25,15,12,12,12,15
2019-07-26,16,15,11,12,15
2019-07-27,11,9,6,6,12
2019-07-28,7,7,5,3,9
2019-07-29,8,7,5,3,8
2019-07-30,9,7,4,5,9
2019-07-31,8,5,5,4,6
2019-08-01,9,6,6,3,9
2019-08-02,9,8,8,6,13
2019-08-03,18,19,17,14,21
2019-08-04,26,32,26,23,28
2019-08-05,38,37,35,33,39
2019-08-06,17,18,16,14,16
2019-08-07,14,18,13,8,14
2019-08-08,19,17,16,16,16
2019-08-09,11,10,9,6,10
2019-08-10,18,17,17,14,17
2019-08-11,12,10,10,8,10
2019-08-12,12,10,9,7,12
2019-08-13,11,12,12,8,11
2019-08-14,8,7,6,6,6
2019-08-15,4,5,4,2,3
2019-08-16,12,10,9,7,10
2019-08-17,23,25,20,22,21
2019-08-18,16,17,15,13,15
2019-08-19,24,23,20,18,21
2019-08-20,22,23,20,21,20
2019-08-21,18,22,20,22,20
2019-08-22,28,17,16,18,16
2019-08-23,26,24,22,24,22
2019-08-24,19,17,15,17,15
2019-08-25,12,11,10,12,9
2019-08-26,12,10,8,12,10
2019-08-27,11,11,10,11,12
2019-08-28,16,14,10,15,13
2019-08-29,16,15,12,15,15
2019-08-30,12,11,8,10,10
2019-08-31,14,15,10,11,13
2019-09-01,15,14,11,14,12
2019-09-02,16,17,14,18,15
2019-09-03,6,5,4,8,5
2019-09-04,6,7,5,7,7
2019-09-05,6,8,6,8,7
2019-09-06,12,13,7,12,12
2019-09-07,3,3,3,4,3
2019-09-08,6,8,5,7,6
2019-09-09,10,6,6,11,6
2019-09-10,14,12,10,12,12
2019-09-11,17,16,10,16,14
2019-09-12,3,4,3,5,3
2019-09-13,5,5,3,6,3
2019-09-14,9,10,9,11,8
2019-09-15,13,13,12,16,11
2019-09-16,8,6,7,10,5
2019-09-17,7,7,8,8,7
2019-09-18,12,12,9,10,8
2019-09-19,14,15,11,12,11
2019-09-20,12,14,10,11,10
2019-09-21,5,6,5,5,4
2019-09-22,2,2,2,2,1
2019-09-23,6,6,4,5,5
2019-09-24,18,10,13,13,12
2019-09-25,25,18,17,20,19
2019-09-26,16,12,12,15,11
2019-09-27,18,11,13,13,14
2019-09-28,35,27,26,28,30
2019-09-29,34,31,28,30,29
2019-09-30,39,28,27,27,30
2019-11-01,41,41,36,33,39
2019-11-02,41,36,38,33,37
2019-11-03,44,38,40,38,35
2019-11-04,15,10,17,12,13
2019-11-05,27,22,23,20,23
2019-11-06,30,22,22,23,21
2019-11-07,28,20,22,21,20
2019-11-08,28,20,24,20,21
2019-11-09,28,22,24,21,24
2019-11-10,27,19,27,26,22
2019-11-11,17,12,13,11,12
2019-11-12,26,16,21,17,17
2019-11-13,26,17,20,19,16
2019-11-14,12,8,9,10,8
2019-11-15,17,9,13,12,9
2019-11-16,22,20,18,21,21
2019-11-17,18,27,20,26,24
2019-11-18,20,16,18,18,13
2019-11-19,16,10,12,11,9
2019-11-20,20,12,13,14,13
2019-11-21,34,22,22,26,23
2019-11-22,31,18,20,20,19
2019-11-23,23,14,18,17,17
2019-11-24,19,15,16,15,15
2019-11-25,19,15,14,16,14
2019-11-26,25,18,17,18,18
2019-11-27,24,23,18,24,19
2019-11-28,30,26,22,28,25
2019-11-29,26,19,18,20,15
2019-11-30,33,23,22,26,22
2019-10-01,36,23,23,24,26
2019-10-02,11,8,7,8,6
2019-10-03,11,5,5,5,7
2019-10-04,22,14,17,15,16
2019-10-05,31,24,24,26,24
2019-10-06,6,5,5,5,4
2019-10-07,8,5,6,6,5
2019-10-08,14,11,10,11,10
2019-10-09,14,8,9,8,8
2019-10-10,26,16,17,19,17
2019-10-11,31,21,22,27,20
2019-10-12,17,12,14,13,13
2019-10-13,11,8,10,8,8
2019-10-14,19,14,16,14,14
2019-10-15,14,9,12,9,10
2019-10-16,20,11,16,13,12
2019-10-17,25,17,19,23,19
2019-10-18,12,8,10,8,7
2019-10-19,16,9,11,9,9
2019-10-20,22,17,16,18,16
2019-10-21,25,16,17,18,16
2019-10-22,19,9,12,9,9
2019-10-23,17,9,12,10,9
2019-10-24,17,10,14,10,11
2019-10-25,21,13,15,12,13
2019-10-26,17,15,14,13,13
2019-10-27,22,15,15,14,15
2019-10-28,28,19,19,20,18
2019-10-29,26,16,17,18,15
2019-10-30,18,13,14,11,14
2019-10-31,26,18,20,17,18
2019-12-01,43,36,29,40,31
2019-12-02,18,13,12,13,11
2019-12-03,15,11,12,13,11
2019-12-04,19,15,14,16,13
2019-12-05,17,13,11,13,11
2019-12-06,19,15,18,17,15
2019-12-07,28,20,23,25,22
2019-12-08,36,34,29,34,32
2019-12-09,41,34,33,37,34
2019-12-10,62,50,45,55,49
2019-12-11,42,36,35,42,33
2019-12-12,17,12,12,12,12
2019-12-13,32,16,19,20,16
2019-12-14,24,20,20,22,21
2019-12-15,26,20,21,22,20
2019-12-16,33,20,23,21,21
2019-12-17,31,22,22,21,22
2019-12-18,32,27,25,27,27
2019-12-19,18,16,16,15,15
2019-12-20,25,21,19,23,20
2019-12-21,33,25,28,30,27
2019-12-22,36,28,31,35,29
2019-12-23,37,31,28,33,30
2019-12-24,55,47,38,43,43
2019-12-25,50,42,39,50,46
2019-12-26,35,32,26,31,29
2019-12-27,26,17,17,18,17
2019-12-28,29,19,22,18,20
2019-12-29,28,23,26,26,22
2019-12-30,17,14,12,12,14
2019-12-31,12,12,11,10,10
