,대덕구,동구,서구,유성구,중구
2021-05-31,42,34,33,31,34
2021-06-01,46,39,38,37,40
2021-06-02,56,41,46,44,43
2021-06-03,31,24,24,24,22
2021-06-04,34,22,23,23,23
2021-06-05,65,59,55,59,63
2021-06-06,57,50,45,52,52
2021-06-07,46,38,41,39,43
2021-06-08,56,40,42,46,42
2021-06-09,48,35,41,41,39
2021-06-10,46,37,40,40,41
2021-06-11,27,21,21,18,21
2021-06-12,33,25,29,28,31
2021-06-13,43,40,38,38,41
2021-06-14,41,40,40,40,43
2021-06-15,26,21,23,21,25
2021-06-16,12,8,10,7,9
2021-06-17,16,10,12,11,12
2021-06-18,16,13,10,9,13
2021-06-19,35,27,25,26,28
2021-06-20,40,29,32,35,30
2021-06-21,46,38,35,41,40
2021-06-22,28,20,26,22,23
2021-06-23,30,27,25,26,29
2021-06-24,30,28,25,27,28
2021-06-25,33,25,25,25,28
2021-06-26,20,19,19,15,19
2021-06-27,25,20,23,20,22
2021-06-28,27,21,25,22,24
2021-06-29,29,22,26,22,25
2021-06-30,35,30,31,30,29
2021-08-01,21,19,18,14,12
2021-08-02,14,11,10,8,7
2021-08-03,18,31,13,11,10
2021-08-04,26,15,15,13,8
2021-08-05,29,17,15,15,8
2021-08-06,29,18,15,16,14
2021-08-07,33,22,21,19,15
2021-08-08,23,16,17,15,11
2021-08-09,21,22,12,8,10
2021-08-10,22,21,14,9,8
2021-08-11,28,11,17,15,15
2021-08-12,36,21,26,24,21
2021-08-13,25,18,17,15,18
2021-08-14,17,11,10,7,12
2021-08-15,15,9,9,5,5
2021-08-16,20,11,11,9,12
2021-08-17,19,12,14,9,11
2021-08-18,15,9,11,9,13
2021-08-19,18,8,10,8,12
2021-08-20,16,6,10,11,12
2021-08-21,9,11,9,9,8
2021-08-22,15,17,14,13,15
2021-08-23,10,8,11,10,11
2021-08-24,15,10,8,7,6
2021-08-25,17,11,12,11,13
2021-08-26,40,32,30,30,33
2021-08-27,38,34,25,27,26
2021-08-28,37,33,29,31,35
2021-08-29,26,20,20,20,21
2021-08-30,43,34,36,37,38
2021-08-31,34,25,26,30,30
2021-07-01,36,30,31,30,26
2021-07-02,21,16,17,19,15
2021-07-03,11,9,10,8,7
2021-07-04,8,7,6,4,4
2021-07-05,17,12,13,10,10
2021-07-06,16,10,10,7,6
2021-07-07,15,12,12,8,10
2021-07-08,15,11,9,8,7
2021-07-09,18,12,11,9,9
2021-07-10,28,20,20,20,15
2021-07-11,21,18,16,17,14
2021-07-12,30,24,24,24,20
2021-07-13,26,17,17,18,12
2021-07-14,18,10,11,12,8
2021-07-15,18,10,11,11,8
2021-07-16,21,18,19,17,15
2021-07-17,16,13,10,11,11
2021-07-18,11,10,9,8,5
2021-07-19,18,12,13,12,9
2021-07-20,21,17,17,17,15
2021-07-21,20,15,14,14,11
2021-07-22,24,18,18,16,13
2021-07-23,24,19,21,19,16
2021-07-24,24,19,22,19,16
2021-07-25,21,15,18,15,13
2021-07-26,21,13,16,15,14
2021-07-27,21,15,18,15,14
2021-07-28,19,15,20,17,11
2021-07-29,36,24,27,27,19
2021-07-30,27,18,18,17,13
2021-07-31,18,16,12,10,9
2021-09-01,17,13,12,14,13
2021-09-02,16,10,11,13,13
2021-09-03,15,10,11,13,12
2021-09-04,15,11,13,12,12
2021-09-05,14,12,12,14,14
2021-09-06,15,10,10,13,13
2021-09-07,14,12,11,13,13
2021-09-08,20,14,14,14,16
2021-09-09,29,21,22,25,25
2021-09-10,30,23,23,27,27
2021-09-11,26,20,21,22,25
2021-09-12,38,31,31,34,35
2021-09-13,27,23,21,27,25
2021-09-14,17,11,12,14,14
2021-09-15,18,11,13,15,17
2021-09-16,16,12,10,14,14
2021-09-17,8,6,7,8,9
2021-09-18,12,6,9,10,11
2021-09-19,11,9,11,11,12
2021-09-20,14,12,12,14,13
2021-09-21,16,12,14,17,15
2021-09-22,18,14,16,18,19
2021-09-23,17,11,14,15,16
2021-09-24,17,11,14,16,26
2021-09-25,11,4,8,11,11
2021-09-26,11,6,9,11,10
2021-09-27,11,5,8,10,13
2021-09-28,15,8,12,12,14
2021-09-29,18,10,11,13,17
2021-09-30,27,16,17,21,24
2021-10-01,41,25,33,37,35
2021-10-02,31,25,24,27,31
2021-10-03,32,26,30,29,30
2021-10-04,44,32,33,37,37
2021-10-05,36,24,24,30,29
2021-10-06,22,17,16,21,22
2021-10-07,21,12,9,18,19
2021-10-08,24,13,20,24,21
2021-10-09,18,12,18,17,20
2021-10-10,23,19,24,22,21
2021-10-11,18,11,17,18,16
2021-10-12,7,3,7,7,7
2021-10-13,14,7,12,12,15
2021-10-14,23,13,17,17,17
2021-10-15,40,25,29,32,29
2021-10-16,30,27,23,28,26
2021-10-17,23,22,24,22,22
2021-10-18,29,18,24,22,23
2021-10-19,30,21,24,21,23
2021-10-20,34,25,29,27,29
2021-10-21,49,33,32,33,33
2021-10-22,54,43,41,40,43
2021-10-23,39,26,34,30,32
2021-10-24,36,25,30,29,28
2021-10-25,48,35,34,35,36
2021-10-26,56,41,40,41,44
2021-10-27,53,41,40,42,44
2021-10-28,40,25,31,28,32
2021-10-29,30,16,23,21,27
2021-10-30,31,18,27,23,28
2021-10-31,30,24,27,25,26
2021-11-01,43,31,32,32,33
2021-11-02,41,33,35,33,36
2021-11-03,53,40,39,39,42
2021-11-04,58,46,41,47,48
2021-11-05,58,51,45,50,51
2021-11-06,46,40,38,39,44
2021-11-07,30,21,25,24,25
2021-11-08,18,9,14,10,12
2021-11-09,15,10,13,10,13
2021-11-10,14,9,11,9,12
2021-11-11,20,13,15,14,19
2021-11-12,23,16,18,14,22
2021-11-13,32,20,21,21,27
2021-11-14,52,48,41,48,47
2021-11-15,73,62,51,62,62
2021-11-16,64,58,48,54,60
2021-11-17,52,38,38,39,43
2021-11-18,60,46,41,47,49
2021-11-19,70,56,48,58,56
2021-11-20,89,74,67,84,72
2021-11-21,88,79,62,87,73
2021-11-22,42,37,36,37,41
2021-11-23,28,22,25,22,25
2021-11-24,32,23,22,22,25
2021-11-25,58,53,50,50,54
2021-11-26,42,37,39,35,40
2021-11-27,45,37,37,35,42
2021-11-28,43,33,32,32,34
2021-11-29,48,32,37,37,38
2021-11-30,27,17,21,21,20
2021-12-01,20,16,20,16,22
2021-12-02,25,18,20,19,21
2021-12-03,26,21,22,22,23
2021-12-04,29,21,23,23,29
2021-12-05,35,34,32,31,34
2021-12-06,58,46,44,47,47
2021-12-07,71,61,56,64,63
2021-12-08,64,58,58,62,59
2021-12-09,49,33,39,42,37
2021-12-10,41,35,29,32,33
2021-12-11,56,59,44,52,58
2021-12-12,50,54,47,47,48
2021-12-13,25,23,21,21,26
2021-12-14,35,25,24,25,29
2021-12-15,55,55,48,52,56
2021-12-16,90,99,80,96,94
2021-12-17,46,38,39,36,41
2021-12-18,22,19,20,21,23
2021-12-19,29,31,27,29,28
2021-12-20,51,46,42,46,47
2021-12-21,73,68,62,69,56
2021-12-22,51,48,50,45,51
2021-12-23,65,52,52,59,58
2021-12-24,69,63,60,65,62
2021-12-25,23,20,20,19,21
2021-12-26,19,18,21,19,21
2021-12-27,26,21,23,26,24
2021-12-28,54,54,47,57,49
2021-12-29,60,47,44,56,47
2021-12-30,22,22,24,22,24
2021-12-31,24,22,26,23,29
