,대덕구,동구,서구,유성구,중구
2016-02-28,74,56,51,77,71
2016-11-01,26,28,18,27,24
2016-11-02,38,33,26,35,29
2016-11-03,59,50,40,56,44
2016-11-04,66,54,47,57,51
2016-11-05,71,59,55,72,54
2016-11-06,42,40,33,52,37
2016-11-07,42,38,36,44,37
2016-11-08,56,47,42,50,45
2016-11-09,56,51,46,55,52
2016-11-10,52,40,37,49,40
2016-11-11,60,50,49,54,52
2016-11-12,79,66,63,72,67
2016-11-13,58,55,55,61,53
2016-11-14,61,54,41,53,46
2016-11-15,60,52,47,57,51
2016-11-16,66,51,47,55,51
2016-11-17,96,81,73,86,80
2016-11-18,107,81,74,96,79
2016-11-19,49,52,33,63,44
2016-11-20,48,51,36,54,46
2016-11-21,74,64,54,66,61
2016-11-22,37,40,28,37,33
2016-11-23,41,38,29,37,35
2016-11-24,31,31,24,30,28
2016-11-25,49,41,35,42,40
2016-11-26,64,52,43,64,53
2016-11-27,42,43,26,49,36
2016-11-28,80,70,57,74,72
2016-11-29,54,42,33,44,40
2016-11-30,55,46,36,51,39
2016-04-01,83,58,66,64,70
2016-04-02,86,62,66,65,71
2016-04-03,90,70,69,75,87
2016-04-04,28,12,19,31,21
2016-04-05,56,34,41,39,42
2016-04-06,71,40,49,52,50
2016-04-07,32,18,20,19,28
2016-04-08,99,69,77,85,86
2016-04-09,154,105,136,131,139
2016-04-10,167,111,157,141,149
2016-04-11,57,36,46,55,53
2016-04-12,47,30,38,40,42
2016-04-13,29,16,23,22,26
2016-04-14,62,40,46,43,47
2016-04-15,60,36,44,41,48
2016-04-16,50,31,41,42,41
2016-04-17,36,26,37,30,37
2016-04-18,62,41,52,52,52
2016-04-19,47,28,34,36,42
2016-04-20,62,37,47,48,47
2016-04-21,34,22,24,27,28
2016-04-22,75,56,66,70,67
2016-04-23,156,117,144,149,148
2016-04-24,174,121,160,158,152
2016-04-25,103,72,100,91,98
2016-04-26,87,61,79,75,79
2016-04-27,42,26,34,41,35
2016-04-28,42,30,35,40,38
2016-04-29,63,41,53,58,50
2016-04-30,70,46,62,64,57
2016-06-01,45,35,44,57,42
2016-06-02,35,25,36,32,32
2016-06-03,50,45,43,48,49
2016-06-04,63,53,52,57,66
2016-06-05,38,38,28,52,36
2016-06-06,14,12,13,25,16
2016-06-07,34,30,28,36,33
2016-06-08,47,46,35,45,41
2016-06-09,52,46,39,51,44
2016-06-10,62,52,58,66,55
2016-06-11,48,41,37,48,39
2016-06-12,28,25,25,36,24
2016-06-13,54,45,36,42,37
2016-06-14,59,60,50,59,54
2016-06-15,36,29,30,40,32
2016-06-16,31,21,24,31,27
2016-06-17,44,34,36,44,38
2016-06-18,47,37,42,45,43
2016-06-19,43,38,39,44,40
2016-06-20,44,37,41,46,43
2016-06-21,41,31,39,40,38
2016-06-22,34,34,33,35,34
2016-06-23,35,36,33,37,34
2016-06-24,35,38,26,35,27
2016-06-25,29,31,28,30,28
2016-06-26,29,33,29,31,31
2016-06-27,29,25,26,29,27
2016-06-28,37,34,36,38,32
2016-06-29,26,26,26,32,26
2016-06-30,22,23,20,25,21
2016-10-01,19,19,18,29,22
2016-10-02,17,18,19,26,15
2016-10-03,18,18,18,24,13
2016-10-04,30,29,27,38,24
2016-10-05,24,23,21,26,18
2016-10-06,37,38,31,39,34
2016-10-07,34,28,24,34,24
2016-10-08,19,21,15,22,16
2016-10-09,24,28,19,27,22
2016-10-10,38,34,29,36,30
2016-10-11,52,43,35,46,35
2016-10-12,51,48,37,50,43
2016-10-13,46,41,34,40,35
2016-10-14,75,58,61,74,52
2016-10-15,81,71,68,92,67
2016-10-16,44,43,38,55,38
2016-10-17,37,37,25,42,29
2016-10-18,64,56,41,64,48
2016-10-19,54,51,32,51,39
2016-10-20,67,62,42,69,46
2016-10-21,36,36,34,44,33
2016-10-22,33,29,28,36,26
2016-10-23,25,19,12,22,14
2016-10-24,23,20,16,24,18
2016-10-25,29,23,17,23,17
2016-10-26,47,34,30,46,35
2016-10-27,41,34,33,51,37
2016-10-28,33,31,24,32,26
2016-10-29,41,39,32,39,37
2016-10-30,35,35,26,35,31
2016-10-31,45,38,30,42,29
2016-05-01,48,35,43,45,44
2016-05-02,48,29,37,40,37
2016-05-03,17,13,16,17,16
2016-05-04,55,37,50,46,44
2016-05-05,50,34,43,50,42
2016-05-06,46,27,40,36,35
2016-05-07,136,102,136,123,130
2016-05-08,54,39,51,44,49
2016-05-09,77,55,74,72,70
2016-05-10,37,29,30,40,34
2016-05-11,29,21,21,24,26
2016-05-12,37,26,26,32,29
2016-05-13,44,30,36,37,37
2016-05-14,32,22,28,30,30
2016-05-15,34,24,28,31,29
2016-05-16,30,22,25,27,25
2016-05-17,60,40,47,51,48
2016-05-18,70,49,50,55,53
2016-05-19,60,42,51,58,49
2016-05-20,47,32,41,52,42
2016-05-21,36,21,32,31,32
2016-05-22,46,28,43,40,42
2016-05-23,54,33,49,47,46
2016-05-24,26,21,21,24,24
2016-05-25,64,54,58,66,59
2016-05-26,94,83,87,93,89
2016-05-27,84,83,76,95,79
2016-05-28,63,57,59,70,62
2016-05-29,63,56,56,70,57
2016-05-30,77,64,73,84,69
2016-05-31,66,61,67,68,64
2016-09-01,70,59,63,70,54
2016-09-02,23,21,20,27,20
2016-09-03,11,13,10,15,11
2016-09-04,24,20,21,25,17
2016-09-05,34,30,31,38,26
2016-09-06,54,47,42,53,39
2016-09-07,58,53,47,58,45
2016-09-08,47,44,42,51,38
2016-09-09,50,44,40,52,39
2016-09-10,47,46,39,52,38
2016-09-11,29,28,26,32,26
2016-09-12,24,24,22,31,22
2016-09-13,21,18,19,25,17
2016-09-14,32,32,29,35,24
2016-09-15,42,35,32,39,31
2016-09-16,38,34,33,42,31
2016-09-17,13,14,7,16,8
2016-09-18,14,15,10,16,11
2016-09-19,18,18,17,22,14
2016-09-20,20,19,16,21,18
2016-09-21,37,28,30,33,27
2016-09-22,38,28,34,38,30
2016-09-23,39,32,34,41,32
2016-09-24,46,38,37,50,36
2016-09-25,46,37,38,57,32
2016-09-26,34,30,31,44,29
2016-09-27,24,26,21,29,20
2016-09-28,37,51,33,52,37
2016-09-29,19,26,16,31,20
2016-09-30,21,20,18,27,19
2016-12-01,53,51,41,54,45
2016-12-02,51,42,35,45,43
2016-12-03,71,55,49,60,52
2016-12-04,83,67,54,80,60
2016-12-05,97,87,80,108,85
2016-12-06,30,31,20,27,27
2016-12-07,56,46,42,54,47
2016-12-08,71,62,49,69,56
2016-12-09,46,45,37,50,39
2016-12-10,36,38,27,37,34
2016-12-11,45,43,34,43,40
2016-12-12,70,54,50,67,47
2016-12-13,67,65,48,71,63
2016-12-14,51,46,41,51,47
2016-12-15,35,30,22,30,25
2016-12-16,40,32,27,36,35
2016-12-17,44,40,32,41,41
2016-12-18,40,35,32,43,36
2016-12-19,33,33,29,39,36
2016-12-20,62,49,47,69,57
2016-12-21,45,42,32,52,41
2016-12-22,19,23,17,21,19
2016-12-23,30,30,25,29,29
2016-12-24,63,57,57,68,68
2016-12-25,77,74,64,84,79
2016-12-26,58,50,40,57,51
2016-12-27,38,35,31,37,36
2016-12-28,55,43,38,48,48
2016-12-29,44,39,28,39,42
2016-12-30,42,39,30,37,45
2016-12-31,48,44,32,48,49
2016-07-01,14,15,12,14,13
2016-07-02,15,15,13,15,14
2016-07-03,26,30,24,30,24
2016-07-04,9,11,8,11,8
2016-07-05,14,12,14,14,11
2016-07-06,16,16,14,16,15
2016-07-07,17,17,16,19,17
2016-07-08,25,19,24,25,17
2016-07-09,49,44,42,51,39
2016-07-10,35,31,35,30,28
2016-07-11,40,33,37,37,33
2016-07-12,29,29,28,25,28
2016-07-13,41,45,36,37,37
2016-07-14,26,27,24,23,24
2016-07-15,13,15,14,15,14
2016-07-16,13,16,14,14,14
2016-07-17,10,14,10,12,11
2016-07-18,19,19,18,19,18
2016-07-19,33,27,35,37,30
2016-07-20,31,34,34,39,33
2016-07-21,23,25,26,28,24
2016-07-22,31,34,31,36,42
2016-07-23,35,36,33,35,38
2016-07-24,25,26,26,27,29
2016-07-25,28,26,24,27,28
2016-07-26,26,23,24,21,23
2016-07-27,28,25,25,24,25
2016-07-28,43,42,44,41,45
2016-07-29,45,41,38,36,43
2016-07-30,33,28,27,28,31
2016-07-31,38,32,31,32,34
