지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),현상번호(국내식),지면온도(°C)
133,대전,2019.1.4 12:00,0.5,,1,49,0,,1.9
133,대전,2019.1.4 13:00,1.8,,1.2,41,0,,4.1
133,대전,2019.1.4 14:00,3.8,,1.2,40,0.6,,5.3
133,대전,2019.1.4 15:00,3.9,,0.6,44,0.1,,3.7
133,대전,2019.1.4 16:00,4,,1.2,52,0,,2.8
133,대전,2019.1.4 17:00,3.2,,1.1,57,0,,0
133,대전,2019.1.4 18:00,2.7,,0.5,59,0,,-0.6
133,대전,2019.1.4 19:00,2.6,,0.7,54,,,-0.6
133,대전,2019.1.4 20:00,1.5,,0.9,57,,,-1.5
133,대전,2019.1.4 21:00,0.6,,1.1,60,,,-2.1
133,대전,2019.1.4 22:00,-0.2,,1.2,65,,,-2.3
133,대전,2019.1.4 23:00,-0.8,,0.8,70,,40,-2.7
133,대전,2019.1.5 0:00,-1.6,,0.6,69,,40,-3.3
133,대전,2019.1.5 1:00,-1,,0.7,70,,40,-1.7
133,대전,2019.1.5 2:00,-0.7,,0.3,69,,40,-1.6
133,대전,2019.1.5 3:00,-0.5,,0.6,71,,40,-1.6
133,대전,2019.1.5 4:00,-0.7,,0.4,70,,40,-2.7
133,대전,2019.1.5 5:00,-1.1,,0.3,71,,40,-2.5
133,대전,2019.1.5 6:00,-1,,0.4,75,,40,-2.8
133,대전,2019.1.5 7:00,-0.5,,2.3,82,,4019,-2.6
133,대전,2019.1.5 8:00,-1.7,,1.3,81,0,19,-4.3
133,대전,2019.1.5 9:00,-1.5,,0.9,74,0.5,19,-2.9
133,대전,2019.1.5 10:00,-0.1,,1.8,55,1,4019,-0.1
133,대전,2019.1.5 11:00,0.7,,1.8,51,1,40,2.5
133,대전,2019.1.5 12:00,2,,1.9,43,1,40,5.9
133,대전,2019.1.5 13:00,2.4,,1.7,36,0.6,40,5.9
133,대전,2019.1.5 14:00,3.7,,2.4,23,1,,7.8
133,대전,2019.1.5 15:00,4.3,,1.9,22,1,,6.9
133,대전,2019.1.5 16:00,3.4,,1.2,24,1,,3.3
133,대전,2019.1.5 17:00,1.3,,2.2,26,0.7,,-1.6
133,대전,2019.1.5 18:00,-0.5,,1.5,35,0,,-3.2
133,대전,2019.1.5 19:00,-2,,1.4,43,,,-3.9
133,대전,2019.1.5 20:00,-2.7,,0.5,45,,,-4.4
133,대전,2019.1.5 21:00,-3.7,,0.4,47,,,-5.1
133,대전,2019.1.5 22:00,-4.2,,0.2,49,,,-5.6
133,대전,2019.1.5 23:00,-4.7,,0.6,51,,,-6
133,대전,2019.1.6 0:00,-4.6,,0.6,55,,,-5.6
133,대전,2019.1.6 1:00,-5.1,,1.2,57,,,-6.4
133,대전,2019.1.6 2:00,-5.7,,1.2,61,,,-6.5
133,대전,2019.1.6 3:00,-6,,0.5,63,,,-5.6
133,대전,2019.1.6 4:00,-6,,0.3,63,,,-6.3
133,대전,2019.1.6 5:00,-6.6,,0.9,68,,,-7.5
133,대전,2019.1.6 6:00,-7,,0.1,68,,,-7.3
133,대전,2019.1.6 7:00,-7.1,,0.4,69,,,-6.3
133,대전,2019.1.6 8:00,-6.4,,1.3,70,0,,-5.6
133,대전,2019.1.6 9:00,-5.9,,0.3,67,0.1,,-4
133,대전,2019.1.6 10:00,-3.3,,0.6,62,1,,-1.2
133,대전,2019.1.6 11:00,-0.9,,1.1,47,1,,2.5
133,대전,2019.1.6 12:00,1.5,,1.2,35,1,,6.2
133,대전,2019.1.6 13:00,3.2,,1.1,34,1,,8.3
133,대전,2019.1.6 14:00,4.4,,1.5,30,1,,8.7
133,대전,2019.1.6 15:00,5.1,,1.7,29,1,,7.5
133,대전,2019.1.6 16:00,5,,1.6,27,1,,3.7
133,대전,2019.1.6 17:00,3.4,,1.4,29,0.7,,-1.3
133,대전,2019.1.6 18:00,1.6,,0.6,34,0,,-2.9
133,대전,2019.1.6 19:00,0.1,,1.2,39,,,-3.4
133,대전,2019.1.6 20:00,-0.9,,1.1,52,,,-3.8
133,대전,2019.1.6 21:00,-1.2,,1.4,58,,,-3.9
133,대전,2019.1.6 22:00,-2.1,,1.4,61,,,-4.3
133,대전,2019.1.6 23:00,-2.7,,0.2,62,,,-4.9
133,대전,2019.1.7 0:00,-3.5,,1.2,66,,,-5.1
133,대전,2019.1.7 1:00,-4.4,,0.7,69,,,-5.8
133,대전,2019.1.7 2:00,-5.2,,0.4,70,,,-6.5
133,대전,2019.1.7 3:00,-5.5,,0.3,74,,,-6.9
133,대전,2019.1.7 4:00,-5.6,,0.9,77,,,-6.9
133,대전,2019.1.7 5:00,-6.2,,0.7,79,,,-7
133,대전,2019.1.7 6:00,-6.5,,0.5,80,,,-7.3
133,대전,2019.1.7 7:00,-6.7,,0.8,82,,,-7.4
133,대전,2019.1.7 8:00,-6.9,,0.7,83,0,,-7.2
133,대전,2019.1.7 9:00,-6,,0.3,81,0.5,,-4.9
133,대전,2019.1.7 10:00,-3.1,,0.6,74,1,,-0.7
133,대전,2019.1.7 11:00,-0.2,,0.7,65,1,,3.1
133,대전,2019.1.7 12:00,2.4,,1.3,53,1,,6.5
133,대전,2019.1.7 13:00,3.6,,2.1,50,1,,8.4
133,대전,2019.1.7 14:00,4.6,,1.8,48,1,,8.1
133,대전,2019.1.7 15:00,5.2,,1.9,45,1,,7.5
133,대전,2019.1.7 16:00,5,,2.6,45,0.9,,4.7
133,대전,2019.1.7 17:00,3.8,,2.1,50,0.5,40,-0.3
133,대전,2019.1.7 18:00,2.7,,1.4,55,0,40,-1
133,대전,2019.1.7 19:00,1.6,,1.7,61,,40,-1.5
133,대전,2019.1.7 20:00,1.1,,1.9,66,,40,-2.1
133,대전,2019.1.7 21:00,0,,0,69,,40,-2.9
133,대전,2019.1.7 22:00,-0.4,,0.9,72,,40,-3.1
133,대전,2019.1.7 23:00,-1.1,,0.9,75,,40,-3.1
133,대전,2019.1.8 0:00,-1.6,,0.7,76,,40,-3.5
133,대전,2019.1.8 1:00,-2.1,,0.1,78,,40,-3.7
133,대전,2019.1.8 2:00,-2.4,,0.4,80,,4019,-3.8
133,대전,2019.1.8 3:00,-2.6,,0.5,82,,19,-4.5
133,대전,2019.1.8 4:00,-3.3,,0.3,81,,19,-5.1
133,대전,2019.1.8 5:00,-3.7,,0.1,85,,19,-5.4
133,대전,2019.1.8 6:00,-3.7,,1.3,87,,19,-5.1
133,대전,2019.1.8 7:00,-3.9,,1.7,76,,19,-5.6
133,대전,2019.1.8 8:00,-4.4,,0.8,65,0,,-6.5
133,대전,2019.1.8 9:00,-3.1,,0.2,64,0.9,,-4.2
133,대전,2019.1.8 10:00,-0.7,,1.4,45,1,,-0.1
133,대전,2019.1.8 11:00,0.5,,1.3,44,0.8,,2.8
133,대전,2019.1.8 12:00,1.7,,2.1,45,1,,6
133,대전,2019.1.8 13:00,2.7,,2.6,42,1,,8.2
133,대전,2019.1.8 14:00,3.5,,3,35,1,,8.1
133,대전,2019.1.8 15:00,3.3,,3.6,26,1,,4.7
133,대전,2019.1.8 16:00,2.5,,2.9,22,1,,2.4
133,대전,2019.1.8 17:00,0.5,,4.2,31,0.8,,-1.7
133,대전,2019.1.8 18:00,-1,,1.7,39,0,,-3.2
133,대전,2019.1.8 19:00,-1.8,,1.6,46,,,-3.7
133,대전,2019.1.8 20:00,-1.8,,2,52,,,-3.8
133,대전,2019.1.8 21:00,-1.8,,3,49,,,-3.8
133,대전,2019.1.8 22:00,-2.5,,3.6,51,,,-4.1
133,대전,2019.1.8 23:00,-3.9,,2.7,50,,,-4.9
133,대전,2019.1.9 0:00,-5,,1.8,41,,,-5.8
133,대전,2019.1.9 1:00,-5.7,,1.9,41,,,-6
133,대전,2019.1.9 2:00,-6,,2,40,,,-6.5
133,대전,2019.1.9 3:00,-6.4,,1.2,41,,,-6.6
133,대전,2019.1.9 4:00,-7,,0.6,43,,,-6.9
133,대전,2019.1.9 5:00,-7.7,,0.6,45,,,-8.1
133,대전,2019.1.9 6:00,-8.1,,0.4,47,,,-9
133,대전,2019.1.9 7:00,-8.3,,0.5,52,,,-9.2
133,대전,2019.1.9 8:00,-8.5,,1.2,56,0,,-8.7
133,대전,2019.1.9 9:00,-7,,0.6,51,1,,-5.6
133,대전,2019.1.9 10:00,-4.3,,1.4,44,1,,-0.4
133,대전,2019.1.9 11:00,-2.3,,0.8,44,1,,3.6
133,대전,2019.1.9 12:00,-0.7,,1.4,36,1,,4.9
133,대전,2019.1.9 13:00,-0.7,,1.1,34,0.5,,5
133,대전,2019.1.9 14:00,0.8,,0.6,31,0.5,,7
133,대전,2019.1.9 15:00,1.9,,0.5,28,1,,6.7
133,대전,2019.1.9 16:00,2,,1.5,31,0.8,,3.8
133,대전,2019.1.9 17:00,0.7,,1,31,0.1,,-1.9
133,대전,2019.1.9 18:00,-0.7,,1.4,35,0,,-3.5
133,대전,2019.1.9 19:00,-1.6,,1.1,39,,,-3.8
133,대전,2019.1.9 20:00,-2.1,,0.3,43,,,-4.5
133,대전,2019.1.9 21:00,-3,,0.5,45,,,-4.9
133,대전,2019.1.9 22:00,-3.2,,0.9,49,,,-4.2
133,대전,2019.1.9 23:00,-3,,0.5,51,,,-3.5
133,대전,2019.1.10 0:00,-3.1,,0.7,52,,,-3.3
133,대전,2019.1.10 1:00,-3,,0.3,53,,,-3
133,대전,2019.1.10 2:00,-3,,0.3,52,,,-3.2
133,대전,2019.1.10 3:00,-2.9,,0.3,47,,,-2.8
133,대전,2019.1.10 4:00,-2.9,,0.2,48,,,-2.6
133,대전,2019.1.10 5:00,-2.8,,0.7,52,,,-2.9
133,대전,2019.1.10 6:00,-2.8,,0.4,49,,,-2.7
133,대전,2019.1.10 7:00,-2.6,,0.2,49,,,-2.6
133,대전,2019.1.10 8:00,-2.6,,0.4,51,0,,-2.5
133,대전,2019.1.10 9:00,-2,,0.5,51,0,,-0.2
133,대전,2019.1.10 10:00,-1,,0.5,43,0,,1.9
133,대전,2019.1.10 11:00,0.2,,0.8,40,0,,3.9
133,대전,2019.1.10 12:00,1.3,,0.7,43,0,,6.1
133,대전,2019.1.10 13:00,1.7,,0.5,46,0,,4
133,대전,2019.1.10 14:00,1.7,,0.7,50,0,,2.5
133,대전,2019.1.10 15:00,1.9,,0.7,56,0,,2.2
133,대전,2019.1.10 16:00,1.7,,1.6,64,0,,1.1
133,대전,2019.1.10 17:00,1.3,,1.2,64,0,,0.2
133,대전,2019.1.10 18:00,0.4,,1.6,66,0,,-1.1
133,대전,2019.1.10 19:00,-0.1,,0.6,67,,,-3.2
133,대전,2019.1.10 20:00,-0.9,,0.6,71,,,-3.6
133,대전,2019.1.10 21:00,-1.6,,0.7,74,,,-3.8
133,대전,2019.1.10 22:00,-2.2,,0.6,77,,,-4.4
133,대전,2019.1.10 23:00,-2.8,,0.7,80,,,-4.9
133,대전,2019.1.11 0:00,-3,,0.2,80,,,-3.8
133,대전,2019.1.11 1:00,-2.5,,0.8,80,,,-2.7
133,대전,2019.1.11 2:00,-2.1,,0.6,79,,,-2.3
133,대전,2019.1.11 3:00,-1.7,,0.6,78,,,-2.1
133,대전,2019.1.11 4:00,-1.6,,1.4,79,,,-1.9
133,대전,2019.1.11 5:00,-1.5,,0.6,78,,,-1.8
133,대전,2019.1.11 6:00,-1.2,,0.7,77,,19,-1.7
133,대전,2019.1.11 7:00,-1.1,,0.3,77,,19,-1.5
133,대전,2019.1.11 8:00,-0.6,,0.6,77,0,19,-1.2
133,대전,2019.1.11 9:00,-0.2,,0.6,76,0,19,-0.2
133,대전,2019.1.11 10:00,0.7,,0.5,73,0,19,1.9
133,대전,2019.1.11 11:00,2.3,,0.8,68,0.1,4019,4.7
133,대전,2019.1.11 12:00,4.7,,0.8,58,1,40,9.2
133,대전,2019.1.11 13:00,6.5,,1.4,53,1,40,11.8
133,대전,2019.1.11 14:00,7,,1.3,49,1,40,12.4
133,대전,2019.1.11 15:00,8,,1.1,45,1,40,10.8
133,대전,2019.1.11 16:00,7.4,,1.1,45,0.7,40,6
133,대전,2019.1.11 17:00,6.3,,1.2,51,0,40,2
133,대전,2019.1.11 18:00,4.9,,0.6,55,0,40,-0.4
133,대전,2019.1.11 19:00,4.5,,0.7,57,,40,-0.3
133,대전,2019.1.11 20:00,4.5,,0.6,56,,40,0
133,대전,2019.1.11 21:00,4.2,,0.6,57,,40,-0.2
133,대전,2019.1.11 22:00,4,,0.4,58,,40,0
133,대전,2019.1.11 23:00,3.8,,0.8,60,,40,0.2
133,대전,2019.1.12 0:00,3.5,,0.5,62,,40,0.1
133,대전,2019.1.12 1:00,3.3,,0.5,62,,40,0
133,대전,2019.1.12 2:00,3.1,,0.6,63,,40,-0.2
133,대전,2019.1.12 3:00,3.7,0,3.6,66,,4001,0.4
133,대전,2019.1.12 4:00,2.9,,1,83,,401901,0.2
133,대전,2019.1.12 5:00,2.3,,0.9,88,,1901,0
133,대전,2019.1.12 6:00,2,0.4,0.2,91,,191601,-0.1
133,대전,2019.1.12 7:00,1.9,,0.4,92,,1601,-0.2
133,대전,2019.1.12 8:00,1.8,,0.4,93,0,1601,-0.1
133,대전,2019.1.12 9:00,2,0.1,0.5,94,0,1916,0.9
133,대전,2019.1.12 10:00,2.7,,0.1,93,0,19,3.5
133,대전,2019.1.12 11:00,3.4,,0.6,90,0,19,5.9
133,대전,2019.1.12 12:00,6,,0.9,80,1,19,11.2
133,대전,2019.1.12 13:00,7.3,,1,71,1,19,11.7
133,대전,2019.1.12 14:00,8.1,,0.9,60,1,4019,12.1
133,대전,2019.1.12 15:00,8.5,,1.5,48,0.8,40,9.1
133,대전,2019.1.12 16:00,8.4,,1.6,48,0.9,40,6.3
133,대전,2019.1.12 17:00,7.4,,2.2,49,0.6,40,2.8
133,대전,2019.1.12 18:00,6.6,,1.9,53,0,40,1.3
133,대전,2019.1.12 19:00,6,,1.2,56,,40,1.1
133,대전,2019.1.12 20:00,5.7,,0.8,58,,40,0.6
133,대전,2019.1.12 21:00,5.2,,1.2,59,,40,0.4
133,대전,2019.1.12 22:00,4.5,,1.5,59,,40,0
133,대전,2019.1.12 23:00,3.4,,0.7,63,,40,-2
133,대전,2019.1.13 0:00,2.3,,1.1,67,,40,-1.4
133,대전,2019.1.13 1:00,1.8,,0.4,69,,40,-1.8
133,대전,2019.1.13 2:00,0.7,,0.5,74,,40,-2.4
133,대전,2019.1.13 3:00,0.1,,0.8,78,,40,-2.3
133,대전,2019.1.13 4:00,-0.8,,0.7,81,,4019,-2.6
133,대전,2019.1.13 5:00,-1.3,,1,84,,19,-2.8
133,대전,2019.1.13 6:00,-1.9,,0.4,86,,19,-3.1
133,대전,2019.1.13 7:00,-2.3,,0.9,88,,19,-3.2
133,대전,2019.1.13 8:00,-2.7,,0.7,89,0,19,-3.4
133,대전,2019.1.13 9:00,-2,,0.7,89,0.6,19,-1.5
133,대전,2019.1.13 10:00,0.3,,0.1,85,1,19,1.4
133,대전,2019.1.13 11:00,2.8,,0.4,73,1,19,4.8
133,대전,2019.1.13 12:00,5.9,,0.8,61,1,4019,8.1
133,대전,2019.1.13 13:00,7.1,,1.6,51,1,40,9.9
133,대전,2019.1.13 14:00,7.6,,0.9,43,1,40,10.3
133,대전,2019.1.13 15:00,8,,1.5,41,1,40,9.8
133,대전,2019.1.13 16:00,8,,0.6,41,1,40,6.8
133,대전,2019.1.13 17:00,6.6,,1.1,45,0.8,40,2
133,대전,2019.1.13 18:00,4.8,,1,50,0,40,-1
133,대전,2019.1.13 19:00,3.2,,1.4,57,,40,-1.4
133,대전,2019.1.13 20:00,2.1,,0,58,,40,-1.9
133,대전,2019.1.13 21:00,1.1,,0.5,57,,40,-2.4
133,대전,2019.1.13 22:00,0.3,,0.1,59,,40,-2.6
133,대전,2019.1.13 23:00,-0.6,,0.7,70,,40,-2.6
133,대전,2019.1.14 0:00,-1.4,,0.2,71,,40,-2.8
133,대전,2019.1.14 1:00,-1.5,,0.8,75,,40,-1.6
133,대전,2019.1.14 2:00,-1.2,,0.5,75,,40,-1
133,대전,2019.1.14 3:00,-0.7,,0.7,78,,40,-1.1
133,대전,2019.1.14 4:00,-0.8,,0.8,78,,40,-0.9
133,대전,2019.1.14 5:00,-1,,0.6,77,,40,-1.2
133,대전,2019.1.14 6:00,-0.8,,0.3,77,,40,-1
133,대전,2019.1.14 7:00,-0.9,,0.4,77,,40,-1.5
133,대전,2019.1.14 8:00,-0.8,,0.5,79,0,40,-1.2
133,대전,2019.1.14 9:00,0.1,,0.6,84,0,4019,-0.2
133,대전,2019.1.14 10:00,1.2,,0.2,82,0.1,19,1
133,대전,2019.1.14 11:00,3.3,,0.9,75,0.7,19,4.3
133,대전,2019.1.14 12:00,4.3,,1,67,1,4019,5.6
133,대전,2019.1.14 13:00,5.1,,1,63,1,40,6.6
133,대전,2019.1.14 14:00,5.5,,1.4,59,0.6,40,8.5
133,대전,2019.1.14 15:00,5.7,,1.3,57,1,40,7.1
133,대전,2019.1.14 16:00,5.2,,0.9,59,0.1,40,4.9
133,대전,2019.1.14 17:00,4.7,,1.7,61,0,40,2.6
133,대전,2019.1.14 18:00,3.8,,0.8,63,0,40,0.8
133,대전,2019.1.14 19:00,3.3,,0.9,66,,40,-0.1
133,대전,2019.1.14 20:00,2.6,,1.1,70,,40,-0.4
133,대전,2019.1.14 21:00,1.7,,0.8,73,,40,-0.6
133,대전,2019.1.14 22:00,1.1,,1,76,,40,-0.8
133,대전,2019.1.14 23:00,0.3,,0.5,79,,40,-1.1
133,대전,2019.1.15 0:00,-0.3,,0.2,81,,4019,-1.4
133,대전,2019.1.15 1:00,-0.7,,1.2,84,,19,-1.4
133,대전,2019.1.15 2:00,-0.7,,0.7,85,,19,-0.9
133,대전,2019.1.15 3:00,-0.3,,0.5,84,,19,-0.6
133,대전,2019.1.15 4:00,0,,0.5,83,,19,-0.6
133,대전,2019.1.15 5:00,0.1,,0.6,84,,19,-1
133,대전,2019.1.15 6:00,-0.1,,0.4,85,,19,-1.5
133,대전,2019.1.15 7:00,0,,0.5,86,,19,-0.8
133,대전,2019.1.15 8:00,-0.4,,0.2,88,0,19,-2.1
133,대전,2019.1.15 9:00,-0.4,,0.7,88,0.2,19,-1
133,대전,2019.1.15 10:00,2.3,,0.7,73,1,19,0.3
133,대전,2019.1.15 11:00,4.2,,1.7,62,0.9,4019,2.4
133,대전,2019.1.15 12:00,5.3,,2.8,57,1,40,5.4
133,대전,2019.1.15 13:00,4.9,,1.3,60,0,40,4.2
133,대전,2019.1.15 14:00,4.6,,1.9,66,0,4001,3.3
133,대전,2019.1.15 15:00,2.7,0.3,2.4,89,0,40190601,3.1
133,대전,2019.1.15 16:00,1.9,,3.9,79,0.1,1901,2.1
133,대전,2019.1.15 17:00,1.2,,4.4,57,0.2,4019,-0.1
133,대전,2019.1.15 18:00,0.3,0,2.5,59,0,40,-0.5
133,대전,2019.1.15 19:00,-1.1,,3.2,62,,,-0.8
133,대전,2019.1.15 20:00,-2,,3.9,62,,,-1.1
133,대전,2019.1.15 21:00,-3.3,0,4.4,55,,5,-2.5
133,대전,2019.1.15 22:00,-3.9,,2.6,57,,,-3.4
133,대전,2019.1.15 23:00,-4.3,,2.3,61,,,-3.6
133,대전,2019.1.16 0:00,-4.9,,2.4,63,,,-4.1
133,대전,2019.1.16 1:00,-5.7,,1.5,65,,,-4.7
133,대전,2019.1.16 2:00,-6.3,,0.7,69,,,-4.1
133,대전,2019.1.16 3:00,-6.8,,1,72,,,-5.1
133,대전,2019.1.16 4:00,-7.3,,1.2,75,,,-5.6
133,대전,2019.1.16 5:00,-7.3,,0.6,72,,,-5.9
133,대전,2019.1.16 6:00,-8,,1.2,80,,,-6.1
133,대전,2019.1.16 7:00,-8.2,,0.8,79,,,-6.1
133,대전,2019.1.16 8:00,-8.5,,0.4,79,0,,-6.1
133,대전,2019.1.16 9:00,-7.5,,0.6,79,0,,-3.7
133,대전,2019.1.16 10:00,-4.7,,1.3,68,0.9,,-0.4
133,대전,2019.1.16 11:00,-3.1,,1.3,59,1,,1.2
133,대전,2019.1.16 12:00,-2.1,,2.1,43,1,,3.3
133,대전,2019.1.16 13:00,-0.7,,2.4,34,1,,5.3
133,대전,2019.1.16 14:00,0.1,,2.9,32,1,,5.2
133,대전,2019.1.16 15:00,0.9,,2.9,27,1,,4.1
133,대전,2019.1.16 16:00,0.9,,3,31,1,,1.5
133,대전,2019.1.16 17:00,-0.1,,2.2,38,0.9,,-0.6
133,대전,2019.1.16 18:00,-1.8,,2.2,47,0,,-1.9
133,대전,2019.1.16 19:00,-2.9,,0.5,51,,,-2.8
133,대전,2019.1.16 20:00,-3.5,,0.4,54,,,-3.2
133,대전,2019.1.16 21:00,-3,,1.1,54,,,-1.7
133,대전,2019.1.16 22:00,-2.6,,0.8,54,,,-2.2
133,대전,2019.1.16 23:00,-2.5,,1.5,51,,,-3.3
133,대전,2019.1.17 0:00,-2.5,,1.3,52,,,-2.6
133,대전,2019.1.17 1:00,-2.1,,1.5,56,,,-2.2
133,대전,2019.1.17 2:00,-1.8,,1.5,62,,,-2.2
133,대전,2019.1.17 3:00,-1.7,,1.1,70,,,-2
133,대전,2019.1.17 4:00,-1.6,,2,73,,,-2.2
133,대전,2019.1.17 5:00,-1.6,,1.7,74,,,-1.8
133,대전,2019.1.17 6:00,-1.3,,1.8,78,,,-1.7
133,대전,2019.1.17 7:00,-1.1,,1.5,79,,,-1.5
133,대전,2019.1.17 8:00,-0.6,,1.2,77,0,,-1.3
133,대전,2019.1.17 9:00,-0.3,,1.8,73,0,,-0.9
133,대전,2019.1.17 10:00,0.4,,1.2,71,0,,-0.2
133,대전,2019.1.17 11:00,1,,0.8,71,0,5,0.2
133,대전,2019.1.17 12:00,1.5,0,1.5,76,0,5,1.1
133,대전,2019.1.17 13:00,2.4,,1.2,72,0,,2.5
