,대덕구,동구,서구,유성구,중구
2018-07-18,52,44,46,32,36
2018-07-19,42,45,45,32,39
2018-07-20,50,47,50,33,40
2018-07-21,63,56,60,52,53
2018-07-22,41,38,45,35,36
2018-07-23,31,26,29,21,20
2018-07-24,40,37,31,26,26
2018-07-25,31,27,29,21,20
2018-07-26,33,30,33,23,23
2018-07-27,50,42,40,33,35
2018-07-28,47,45,46,38,41
2018-07-29,25,22,25,20,18
2018-07-30,14,11,18,12,11
2018-07-31,18,15,21,13,16
2018-08-01,17,14,23,16,15
2018-08-02,19,17,24,14,18
2018-08-03,30,26,30,22,24
2018-08-04,33,28,31,21,25
2018-08-05,26,28,27,20,21
2018-08-06,37,33,29,27,29
2018-08-07,25,25,28,20,24
2018-08-08,35,32,34,28,27
2018-08-09,30,29,29,21,29
2018-08-10,28,26,27,24,26
2018-08-11,12,14,13,9,12
2018-08-12,20,20,24,16,20
2018-08-13,32,29,30,26,29
2018-08-14,36,36,36,29,33
2018-08-15,22,22,23,22,19
2018-08-16,13,14,15,11,13
2018-08-17,18,19,19,18,18
2018-08-18,20,19,20,17,19
2018-08-19,29,25,27,26,24
2018-08-20,39,34,33,31,31
2018-08-21,36,28,32,28,29
2018-08-22,29,25,28,25,22
2018-08-23,15,14,16,11,13
2018-08-24,16,13,16,8,13
2018-08-25,35,35,31,27,31
2018-08-26,15,14,17,13,15
2018-08-27,10,9,11,7,9
2018-08-28,19,17,18,12,16
2018-08-29,24,23,19,23,20
2018-08-30,12,16,14,10,12
2018-08-31,17,18,16,11,14
2018-11-01,49,30,29,32,39
2018-11-02,59,35,36,38,43
2018-11-03,62,44,42,45,49
2018-11-04,71,55,49,50,60
2018-11-05,85,55,47,53,60
2018-11-06,109,71,64,72,80
2018-11-07,151,95,95,104,105
2018-11-08,47,32,34,38,41
2018-11-09,57,45,46,48,59
2018-11-10,70,55,51,58,61
2018-11-11,96,73,71,81,80
2018-11-12,65,53,49,52,62
2018-11-13,64,47,45,52,56
2018-11-14,66,45,46,47,56
2018-11-15,70,38,45,50,51
2018-11-16,85,63,63,65,74
2018-11-17,46,37,37,39,49
2018-11-18,50,36,42,40,49
2018-11-19,70,50,51,58,64
2018-11-20,75,51,56,58,69
2018-11-21,72,50,52,57,66
2018-11-22,39,28,31,33,43
2018-11-23,43,28,37,34,45
2018-11-24,47,33,43,47,48
2018-11-25,63,52,48,55,61
2018-11-26,78,63,57,58,74
2018-11-27,94,56,58,63,72
2018-11-28,194,167,163,164,192
2018-11-29,137,111,113,113,129
2018-11-30,116,99,94,94,113
2018-09-01,21,22,21,20,20
2018-09-02,18,21,18,17,18
2018-09-03,19,20,21,19,18
2018-09-04,17,18,20,12,12
2018-09-05,27,25,21,24,28
2018-09-06,28,27,19,24,23
2018-09-07,29,27,22,24,26
2018-09-08,31,27,20,27,31
2018-09-09,32,24,20,25,29
2018-09-10,21,19,15,18,19
2018-09-11,19,17,14,17,16
2018-09-12,19,20,18,18,20
2018-09-13,20,22,16,17,21
2018-09-14,17,15,13,13,13
2018-09-15,12,13,13,13,15
2018-09-16,39,44,27,33,35
2018-09-17,45,47,30,34,41
2018-09-18,43,42,26,30,35
2018-09-19,48,37,35,40,37
2018-09-20,25,20,17,24,20
2018-09-21,13,12,10,9,12
2018-09-22,39,34,27,29,32
2018-09-23,37,37,29,29,34
2018-09-24,26,23,20,20,26
2018-09-25,16,16,15,14,18
2018-09-26,13,13,12,12,16
2018-09-27,15,14,12,12,16
2018-09-28,18,16,14,15,18
2018-09-29,17,15,14,16,18
2018-09-30,24,21,18,18,21
2018-10-01,24,14,14,14,19
2018-10-02,32,25,19,19,26
2018-10-03,43,31,27,27,32
2018-10-04,30,23,22,21,25
2018-10-05,14,10,10,10,11
2018-10-06,10,10,10,10,13
2018-10-07,30,31,26,25,32
2018-10-08,34,29,23,23,30
2018-10-09,28,25,23,23,25
2018-10-10,28,23,20,22,26
2018-10-11,24,17,16,18,23
2018-10-12,33,27,22,24,31
2018-10-13,38,33,28,29,32
2018-10-14,39,33,28,33,33
2018-10-15,75,71,45,55,59
2018-10-16,98,80,52,69,75
2018-10-17,51,38,30,34,41
2018-10-18,30,22,20,24,25
2018-10-19,28,22,19,21,27
2018-10-20,44,33,28,29,35
2018-10-21,55,39,35,39,43
2018-10-22,63,41,38,43,46
2018-10-23,56,39,39,44,45
2018-10-24,61,50,43,43,53
2018-10-25,52,41,38,38,44
2018-10-26,40,27,28,31,31
2018-10-27,32,23,23,28,30
2018-10-28,25,21,21,23,27
2018-10-29,29,20,20,20,29
2018-10-30,39,25,25,28,35
2018-10-31,38,22,23,26,32
2018-12-01,85,58,69,66,76
2018-12-02,74,52,65,62,73
2018-12-03,53,39,49,41,52
2018-12-04,45,33,44,35,47
2018-12-05,45,28,40,33,51
2018-12-06,48,31,38,38,48
2018-12-07,39,27,25,31,40
2018-12-08,27,28,24,32,27
2018-12-09,26,27,21,29,25
2018-12-10,53,46,35,45,61
2018-12-11,70,57,45,53,59
2018-12-12,55,47,37,43,57
2018-12-13,51,40,34,42,48
2018-12-14,45,38,32,38,48
2018-12-15,65,52,44,51,62
2018-12-16,60,44,39,44,55
2018-12-17,73,61,51,64,69
2018-12-18,62,44,37,47,52
2018-12-19,89,80,68,80,87
2018-12-20,119,91,83,89,106
2018-12-21,122,86,81,97,103
2018-12-22,122,88,80,93,105
2018-12-23,74,66,57,70,72
2018-12-24,36,31,24,32,41
2018-12-25,56,41,36,44,46
2018-12-26,64,50,44,55,56
2018-12-27,28,22,17,23,28
2018-12-28,45,39,41,40,50
2018-12-29,50,40,38,46,51
2018-12-30,37,32,29,36,42
2018-12-31,59,50,48,58,59
