,대덕구,동구,서구,유성구,중구
2018-04-30,44,45,39,35,34
2018-03-01,26,29,26,23,25
2018-03-02,30,30,29,25,27
2018-03-03,29,28,30,25,26
2018-03-04,21,23,23,19,18
2018-03-05,5,11,9,6,6
2018-03-06,17,18,17,16,14
2018-03-07,12,18,15,14,11
2018-03-08,28,25,24,23,26
2018-03-09,51,43,49,49,48
2018-03-10,32,29,33,32,29
2018-03-11,36,30,34,39,34
2018-03-12,51,41,51,50,49
2018-03-13,33,27,33,28,26
2018-03-14,20,19,17,14,14
2018-03-15,18,20,16,15,15
2018-03-16,10,16,11,10,10
2018-03-17,14,18,16,18,15
2018-03-18,53,28,36,43,40
2018-03-19,15,16,13,14,12
2018-03-20,6,14,9,9,5
2018-03-21,9,14,11,11,8
2018-03-22,19,22,19,19,15
2018-03-23,38,32,35,36,32
2018-03-24,63,41,53,57,53
2018-03-25,68,50,55,66,60
2018-03-26,53,42,43,47,43
2018-03-27,38,36,35,36,31
2018-03-28,29,31,28,26,26
2018-03-29,32,34,29,29,28
2018-03-30,25,30,27,26,25
2018-03-31,33,32,36,35,31
2018-06-01,26,18,21,21,21
2018-06-02,20,11,18,16,16
2018-06-03,22,12,20,17,17
2018-06-04,29,19,24,21,23
2018-06-05,28,24,26,25,26
2018-06-06,36,30,30,29,31
2018-06-07,37,32,31,33,34
2018-06-08,37,34,33,34,37
2018-06-09,28,25,26,27,28
2018-06-10,6,2,7,6,5
2018-06-11,6,1,7,5,4
2018-06-12,18,12,15,15,15
2018-06-13,24,17,19,20,21
2018-06-14,18,13,17,16,16
2018-06-15,9,3,9,8,7
2018-06-16,8,4,9,8,8
2018-06-17,21,14,19,20,19
2018-06-18,36,30,31,31,32
2018-06-19,32,22,26,25,25
2018-06-20,26,21,22,18,23
2018-06-21,22,18,20,12,20
2018-06-22,22,16,21,17,19
2018-06-23,20,13,18,13,15
2018-06-24,34,30,32,30,28
2018-06-25,33,24,28,26,28
2018-06-26,33,24,28,25,29
2018-06-27,7,4,8,5,6
2018-06-28,9,3,11,5,7
2018-06-29,13,6,14,10,11
2018-06-30,15,14,14,12,13
2018-08-01,8,7,11,7,7
2018-08-02,11,10,14,7,8
2018-08-03,17,15,22,13,10
2018-08-04,18,16,21,13,11
2018-08-05,17,15,20,11,9
2018-08-06,22,20,23,17,13
2018-08-07,16,13,17,13,11
2018-08-08,21,19,17,16,15
2018-08-09,19,17,13,13,16
2018-08-10,16,15,12,13,14
2018-08-11,6,5,3,4,6
2018-08-12,12,12,10,10,12
2018-08-13,19,16,14,15,13
2018-08-14,22,20,19,18,13
2018-08-15,13,12,11,11,10
2018-08-16,7,5,3,5,5
2018-08-17,6,4,3,6,4
2018-08-18,7,6,4,7,8
2018-08-19,13,12,11,12,11
2018-08-20,22,20,20,17,17
2018-08-21,21,19,19,16,16
2018-08-22,15,12,12,13,10
2018-08-23,6,5,3,4,4
2018-08-24,8,6,4,4,7
2018-08-25,16,15,15,13,14
2018-08-26,7,7,6,6,6
2018-08-27,4,4,3,4,4
2018-08-28,7,5,3,6,5
2018-08-29,8,7,5,9,7
2018-08-30,5,4,4,4,5
2018-08-31,8,8,5,6,7
2018-12-01,42,32,35,32,32
2018-12-02,37,29,36,31,29
2018-12-03,30,21,24,25,25
2018-12-04,17,15,14,16,13
2018-12-05,18,14,13,14,12
2018-12-06,23,21,19,18,17
2018-12-07,13,12,8,9,9
2018-12-08,15,14,11,12,14
2018-12-09,14,14,10,12,11
2018-12-10,30,28,22,22,30
2018-12-11,44,43,37,33,41
2018-12-12,31,29,22,22,26
2018-12-13,29,24,22,23,22
2018-12-14,22,19,16,18,20
2018-12-15,41,35,29,30,35
2018-12-16,40,32,29,27,29
2018-12-17,40,37,33,34,33
2018-12-18,29,20,18,19,20
2018-12-19,47,44,39,40,41
2018-12-20,68,61,56,50,58
2018-12-21,71,57,56,54,55
2018-12-22,80,63,61,59,60
2018-12-23,41,40,36,36,37
2018-12-24,19,14,10,12,15
2018-12-25,35,25,23,24,23
2018-12-26,35,28,26,26,25
2018-12-27,10,8,5,6,6
2018-12-28,20,18,14,16,18
2018-12-29,20,15,14,15,14
2018-12-30,20,18,15,17,19
2018-12-31,40,36,34,37,36
2018-11-01,25,21,17,16,19
2018-11-02,33,27,25,22,23
2018-11-03,37,34,32,27,27
2018-11-04,46,47,41,31,35
2018-11-05,50,45,38,34,33
2018-11-06,64,59,53,48,42
2018-11-07,95,83,86,84,69
2018-11-08,24,24,19,18,27
2018-11-09,31,30,21,24,29
2018-11-10,37,38,26,29,31
2018-11-11,50,57,39,45,44
2018-11-12,35,37,26,26,33
2018-11-13,36,36,25,27,30
2018-11-14,38,35,27,25,30
2018-11-15,40,30,26,27,28
2018-11-16,53,49,45,40,41
2018-11-17,26,26,18,22,25
2018-11-18,29,27,23,21,26
2018-11-19,38,33,32,31,33
2018-11-20,32,29,29,28,36
2018-11-21,37,35,34,32,36
2018-11-22,18,18,11,17,16
2018-11-23,22,19,19,18,20
2018-11-24,30,27,30,31,26
2018-11-25,44,43,33,39,38
2018-11-26,43,52,36,34,41
2018-11-27,54,46,39,39,41
2018-11-28,36,46,31,32,35
2018-11-29,43,40,42,36,36
2018-11-30,38,40,37,31,34
2018-05-01,38,40,31,34,32
2018-05-02,19,19,18,17,15
2018-05-03,18,22,17,14,15
2018-05-04,16,22,17,13,12
2018-05-05,18,22,18,14,16
2018-05-06,12,17,14,10,10
2018-05-07,10,13,12,11,9
2018-05-08,11,15,13,9,8
2018-05-09,15,18,14,12,12
2018-05-10,21,23,20,21,17
2018-05-11,32,27,23,25,20
2018-05-12,19,21,16,16,16
2018-05-13,12,17,13,10,10
2018-05-14,34,34,30,30,31
2018-05-15,41,53,34,36,33
2018-05-16,16,13,15,10,11
2018-05-17,13,11,12,8,11
2018-05-18,11,15,12,8,11
2018-05-19,6,6,7,6,5
2018-05-20,5,5,6,3,5
2018-05-21,9,13,12,10,9
2018-05-22,15,17,15,15,14
2018-05-23,14,31,15,15,13
2018-05-24,20,45,20,24,18
2018-05-25,29,41,27,28,25
2018-05-26,35,36,34,33,32
2018-05-27,37,31,33,34,30
2018-05-28,33,27,32,31,28
2018-05-29,27,17,23,22,21
2018-05-30,30,21,25,27,25
2018-05-31,26,21,24,24,24
2018-09-01,10,9,6,9,8
2018-09-02,7,6,4,7,7
2018-09-03,9,9,8,7,8
2018-09-04,8,9,6,5,5
2018-09-05,12,10,8,8,10
2018-09-06,9,11,10,9,9
2018-09-07,15,14,13,10,12
2018-09-08,12,12,13,11,12
2018-09-09,13,13,15,15,11
2018-09-10,8,7,5,8,8
2018-09-11,6,6,5,8,7
2018-09-12,7,10,8,8,16
2018-09-13,8,9,7,10,12
2018-09-14,8,3,3,7,4
2018-09-15,5,5,5,7,5
2018-09-16,19,18,16,19,17
2018-09-17,23,25,23,22,18
2018-09-18,19,20,12,17,12
2018-09-19,24,21,25,25,15
2018-09-20,10,10,7,13,8
2018-09-21,5,4,4,6,4
2018-09-22,13,13,8,13,10
2018-09-23,15,16,11,15,12
2018-09-24,11,11,9,11,10
2018-09-25,9,9,6,9,7
2018-09-26,7,7,4,7,6
2018-09-27,8,6,4,7,5
2018-09-28,8,5,5,8,5
2018-09-29,8,6,5,8,6
2018-09-30,11,10,7,10,7
2018-07-01,4,3,6,2,3
2018-07-02,6,1,5,4,5
2018-07-03,7,2,6,4,5
2018-07-04,12,9,11,7,9
2018-07-05,11,11,12,8,11
2018-07-06,4,2,5,4,3
2018-07-07,4,3,5,4,4
2018-07-08,5,3,7,5,4
2018-07-09,4,2,6,5,4
2018-07-10,12,9,11,11,10
2018-07-11,18,13,14,12,15
2018-07-12,12,10,12,10,10
2018-07-13,10,9,10,7,9
2018-07-14,9,8,10,7,8
2018-07-15,10,8,9,6,8
2018-07-16,21,17,18,15,15
2018-07-17,27,26,24,17,24
2018-07-18,33,31,27,23,26
2018-07-19,26,27,27,21,27
2018-07-20,29,31,30,22,30
2018-07-21,42,39,46,35,30
2018-07-22,28,29,32,23,21
2018-07-23,18,13,18,12,10
2018-07-24,23,20,19,14,13
2018-07-25,17,14,19,11,9
2018-07-26,19,17,22,14,13
2018-07-27,28,23,26,19,16
2018-07-28,26,27,30,23,21
2018-07-29,12,13,15,10,9
2018-07-30,7,6,9,5,5
2018-07-31,8,7,11,6,6
2018-10-01,12,9,6,7,6
2018-10-02,17,15,11,11,11
2018-10-03,23,22,18,21,13
2018-10-04,16,15,9,12,9
2018-10-05,7,3,4,7,3
2018-10-06,6,5,4,5,5
2018-10-07,13,14,10,13,9
2018-10-08,14,14,9,11,10
2018-10-09,13,12,12,12,9
2018-10-10,13,11,8,11,7
2018-10-11,12,9,7,8,7
2018-10-12,18,18,13,13,12
2018-10-13,21,27,18,18,14
2018-10-14,24,19,17,21,14
2018-10-15,39,45,38,34,26
2018-10-16,51,65,49,44,35
2018-10-17,24,26,23,19,15
2018-10-18,15,13,10,11,8
2018-10-19,14,12,7,10,8
2018-10-20,23,21,15,16,13
2018-10-21,32,28,25,24,17
2018-10-22,36,30,28,26,19
2018-10-23,31,29,27,26,23
2018-10-24,27,27,21,22,23
2018-10-25,26,25,21,20,21
2018-10-26,20,17,17,16,16
2018-10-27,7,9,4,7,11
2018-10-28,11,11,6,9,14
2018-10-29,14,12,7,9,14
2018-10-30,17,16,11,13,17
2018-10-31,18,17,13,14,18
